GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - No schooling completed,Estimate; Total: - Nursery school,Estimate; Total: - Kindergarten,Estimate; Total: - 1st grade,Estimate; Total: - 2nd grade,Estimate; Total: - 3rd grade,Estimate; Total: - 4th grade,Estimate; Total: - 5th grade,Estimate; Total: - 6th grade,Estimate; Total: - 7th grade,Estimate; Total: - 8th grade,Estimate; Total: - 9th grade,Estimate; Total: - 10th grade,Estimate; Total: - 11th grade,Estimate; Total: - 12th grade no diploma,Estimate; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Estimate; Total: - Some college less than 1 year,Estimate; Total: - Some college 1 or more years no degree,Estimate; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Estimate; Total: - Professional school degree,Estimate; Total: - Doctorate degree
0100000US,,United States,"209,056,129","2,886,666","28,612","38,463","140,352","316,010","656,325","516,574","728,363","2,768,475","1,054,643","3,059,196","3,555,052","4,264,386","4,813,043","3,761,588","50,169,338","8,271,262","13,102,493","31,139,065","16,580,076","38,184,668","16,246,947","4,088,689","2,685,843"
1500000US130670304122,130670000000,Block Group 2 Census Tract 304.12 Cobb County Georgia,1432,0,0,0,0,0,0,26,21,20,23,57,0,0,102,0,213,70,109,192,219,277,103,0,0
1500000US130670304123,130670000000,Block Group 3 Census Tract 304.12 Cobb County Georgia,461,0,0,0,0,0,0,0,0,0,0,0,47,51,27,10,116,18,22,58,35,56,8,6,7
1500000US130670304124,130670000000,Block Group 4 Census Tract 304.12 Cobb County Georgia,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,25,0,0,0
1500000US130670304131,130670000000,Block Group 1 Census Tract 304.13 Cobb County Georgia,1348,19,0,0,0,0,0,0,47,141,0,44,0,0,0,38,205,66,0,95,33,527,104,10,19
1500000US130670304132,130670000000,Block Group 2 Census Tract 304.13 Cobb County Georgia,926,0,0,0,0,0,0,0,0,0,32,96,0,0,0,0,214,22,37,280,58,135,52,0,0
1500000US130670304133,130670000000,Block Group 3 Census Tract 304.13 Cobb County Georgia,1315,0,0,0,0,0,0,0,0,0,0,61,0,0,0,19,317,0,73,345,115,329,40,16,0
1500000US130670304141,130670000000,Block Group 1 Census Tract 304.14 Cobb County Georgia,1246,0,0,0,0,0,0,0,0,0,0,30,32,0,76,0,333,69,51,250,142,225,38,0,0
1500000US130670304142,130670000000,Block Group 2 Census Tract 304.14 Cobb County Georgia,416,0,0,0,0,0,0,0,0,20,0,0,0,19,8,16,68,0,18,115,37,109,6,0,0
1500000US130670305021,130670000000,Block Group 1 Census Tract 305.02 Cobb County Georgia,2166,11,0,0,0,0,0,0,0,48,0,15,18,8,0,0,267,53,198,288,164,722,269,30,75
1500000US130670305022,130670000000,Block Group 2 Census Tract 305.02 Cobb County Georgia,1512,0,0,0,0,0,0,0,0,0,17,24,13,32,22,44,148,27,69,178,219,531,148,12,28
1500000US130670305023,130670000000,Block Group 3 Census Tract 305.02 Cobb County Georgia,967,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,196,64,14,181,45,339,58,41,0
1500000US130670305041,130670000000,Block Group 1 Census Tract 305.04 Cobb County Georgia,2377,0,0,0,0,53,0,0,0,0,0,0,0,13,0,0,356,22,148,343,287,812,279,27,37
1500000US130670305042,130670000000,Block Group 2 Census Tract 305.04 Cobb County Georgia,948,38,0,0,0,0,15,0,0,0,0,0,23,2,0,1,188,58,50,61,28,302,81,21,80
1500000US130670305043,130670000000,Block Group 3 Census Tract 305.04 Cobb County Georgia,1122,198,0,0,0,0,119,7,124,41,0,64,208,0,0,0,24,58,0,106,0,160,13,0,0
1500000US130670305044,130670000000,Block Group 4 Census Tract 305.04 Cobb County Georgia,331,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,45,23,21,103,19,96,0,0,0
1500000US130670305051,130670000000,Block Group 1 Census Tract 305.05 Cobb County Georgia,1092,43,0,0,0,0,0,43,26,0,13,13,18,0,18,0,82,17,0,268,58,338,113,23,19
1500000US130670305052,130670000000,Block Group 2 Census Tract 305.05 Cobb County Georgia,1063,0,0,0,0,0,0,0,0,33,0,0,14,65,13,15,176,86,105,167,129,217,32,11,0
1500000US130670305053,130670000000,Block Group 3 Census Tract 305.05 Cobb County Georgia,768,0,0,0,0,0,0,0,0,0,0,0,0,36,0,13,99,0,142,228,94,147,9,0,0
1500000US130670305054,130670000000,Block Group 4 Census Tract 305.05 Cobb County Georgia,1241,46,0,0,0,0,0,0,0,0,0,0,143,0,0,31,271,47,35,317,50,301,0,0,0
1500000US130670305061,130670000000,Block Group 1 Census Tract 305.06 Cobb County Georgia,1706,27,0,0,0,0,0,0,0,57,32,0,0,0,0,10,415,37,163,410,205,244,91,15,0
1500000US130670305062,130670000000,Block Group 2 Census Tract 305.06 Cobb County Georgia,1279,10,0,0,0,0,0,0,0,0,0,25,20,22,0,0,244,57,68,230,87,396,68,52,0
1500000US130670305071,130670000000,Block Group 1 Census Tract 305.07 Cobb County Georgia,2160,0,0,0,0,0,0,0,0,15,19,35,8,29,34,28,546,23,65,413,74,659,164,48,0
1500000US130670305072,130670000000,Block Group 2 Census Tract 305.07 Cobb County Georgia,1288,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,230,30,103,173,206,296,165,47,29
1500000US130670306011,130670000000,Block Group 1 Census Tract 306.01 Cobb County Georgia,1584,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,205,165,42,123,101,722,167,0,42
1500000US130670306012,130670000000,Block Group 2 Census Tract 306.01 Cobb County Georgia,1065,0,0,0,0,0,0,0,0,68,0,0,0,15,0,0,152,0,55,167,43,272,293,0,0
1500000US130670306013,130670000000,Block Group 3 Census Tract 306.01 Cobb County Georgia,2743,0,0,0,0,0,0,0,10,7,0,0,0,27,0,8,509,70,185,430,163,889,327,12,106
1500000US130670306021,130670000000,Block Group 1 Census Tract 306.02 Cobb County Georgia,2364,0,0,0,0,0,0,0,0,3,4,68,0,24,0,0,300,38,39,324,129,925,347,91,72
1500000US130670306022,130670000000,Block Group 2 Census Tract 306.02 Cobb County Georgia,334,0,0,0,0,0,0,0,0,0,7,51,21,37,0,12,92,3,32,52,7,14,6,0,0
1500000US130670306023,130670000000,Block Group 3 Census Tract 306.02 Cobb County Georgia,1650,14,0,0,0,0,0,0,0,0,4,3,0,0,0,0,149,32,211,351,45,624,125,54,38
1500000US130670306024,130670000000,Block Group 4 Census Tract 306.02 Cobb County Georgia,821,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,58,49,0,172,111,281,111,14,13
1500000US130670307001,130670000000,Block Group 1 Census Tract 307 Cobb County Georgia,870,0,0,0,24,0,0,0,0,0,0,8,41,19,56,0,263,35,19,254,11,119,21,0,0
1500000US130670307002,130670000000,Block Group 2 Census Tract 307 Cobb County Georgia,603,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,115,22,77,64,36,143,65,0,35
1500000US130670307003,130670000000,Block Group 3 Census Tract 307 Cobb County Georgia,609,57,0,0,0,0,0,35,7,0,0,6,25,1,42,6,112,12,27,57,45,123,28,26,0
1500000US130670307004,130670000000,Block Group 4 Census Tract 307 Cobb County Georgia,443,0,0,0,0,0,0,0,0,0,0,14,7,0,20,0,104,16,70,131,20,39,0,22,0
1500000US130670308001,130670000000,Block Group 1 Census Tract 308 Cobb County Georgia,717,57,0,0,0,0,19,0,0,25,20,0,0,23,32,39,192,14,18,77,10,174,8,9,0
1500000US130670308002,130670000000,Block Group 2 Census Tract 308 Cobb County Georgia,942,34,0,0,34,0,13,0,0,133,0,48,46,36,33,17,278,0,17,158,35,29,31,0,0
1500000US130670308003,130670000000,Block Group 3 Census Tract 308 Cobb County Georgia,855,9,0,0,0,0,0,0,0,77,12,0,0,0,25,0,158,0,15,102,77,256,69,31,24
1500000US130670309011,130670000000,Block Group 1 Census Tract 309.01 Cobb County Georgia,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,14,62,51,247,28,0,0
1500000US130670309012,130670000000,Block Group 2 Census Tract 309.01 Cobb County Georgia,999,12,0,0,0,0,48,0,0,0,0,0,0,23,10,8,73,17,26,89,108,316,169,63,37
1500000US130670309013,130670000000,Block Group 3 Census Tract 309.01 Cobb County Georgia,911,0,0,0,0,0,0,0,0,0,0,0,14,63,0,12,178,15,58,335,0,183,44,9,0
1500000US130670309014,130670000000,Block Group 4 Census Tract 309.01 Cobb County Georgia,886,0,0,0,0,0,0,0,0,0,0,0,0,12,0,30,39,17,12,188,30,361,134,55,8
1500000US130670309015,130670000000,Block Group 5 Census Tract 309.01 Cobb County Georgia,1711,15,0,0,0,0,0,0,0,0,0,1,0,0,36,6,457,32,79,260,127,341,303,33,21
1500000US130670309021,130670000000,Block Group 1 Census Tract 309.02 Cobb County Georgia,856,149,0,0,0,0,0,0,24,0,44,48,89,18,27,18,151,15,54,67,1,151,0,0,0
1500000US130670309022,130670000000,Block Group 2 Census Tract 309.02 Cobb County Georgia,1449,81,0,0,0,0,0,31,0,97,0,20,181,66,13,31,334,61,39,166,33,274,10,12,0
1500000US130670309023,130670000000,Block Group 3 Census Tract 309.02 Cobb County Georgia,774,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,109,0,29,109,80,219,113,97,4
1500000US130670309024,130670000000,Block Group 4 Census Tract 309.02 Cobb County Georgia,670,0,0,0,0,0,65,0,0,40,0,0,0,0,0,16,66,37,36,106,99,117,43,30,15
1500000US130670309041,130670000000,Block Group 1 Census Tract 309.04 Cobb County Georgia,924,41,0,0,0,25,0,15,0,125,0,0,50,0,0,33,204,47,18,181,117,68,0,0,0
1500000US130670309042,130670000000,Block Group 2 Census Tract 309.04 Cobb County Georgia,1072,0,0,0,0,0,0,0,9,0,0,0,0,0,53,0,216,26,27,224,68,288,147,0,14
1500000US130670309043,130670000000,Block Group 3 Census Tract 309.04 Cobb County Georgia,905,42,0,0,0,0,0,0,0,51,9,0,0,0,0,40,161,43,230,160,96,44,29,0,0
1500000US130670309044,130670000000,Block Group 4 Census Tract 309.04 Cobb County Georgia,1052,0,0,0,0,0,0,0,0,8,125,0,52,71,100,49,177,55,26,117,68,150,40,14,0
1500000US130670309051,130670000000,Block Group 1 Census Tract 309.05 Cobb County Georgia,2034,10,0,0,0,0,6,0,31,60,0,51,120,82,229,20,328,258,112,389,63,254,9,0,12
1500000US130670309052,130670000000,Block Group 2 Census Tract 309.05 Cobb County Georgia,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,12,87,124,13,100,12,11,0
1500000US130670309053,130670000000,Block Group 3 Census Tract 309.05 Cobb County Georgia,1854,14,0,0,0,0,0,0,0,21,2,87,105,49,79,0,510,60,26,336,125,263,142,11,24
1500000US130670309054,130670000000,Block Group 4 Census Tract 309.05 Cobb County Georgia,847,25,0,0,0,0,0,20,0,41,0,9,17,0,13,0,205,25,16,172,115,119,60,10,0
1500000US130670310011,130670000000,Block Group 1 Census Tract 310.01 Cobb County Georgia,946,47,0,0,0,0,21,63,0,52,19,34,84,53,4,78,310,6,14,78,17,63,3,0,0
1500000US130670310012,130670000000,Block Group 2 Census Tract 310.01 Cobb County Georgia,537,8,0,0,27,0,16,0,0,0,0,12,20,12,13,11,155,9,118,74,9,53,0,0,0
1500000US130670310013,130670000000,Block Group 3 Census Tract 310.01 Cobb County Georgia,1463,30,0,0,0,0,43,0,0,306,36,24,184,89,20,25,285,71,55,202,15,59,0,5,14
1500000US130670310021,130670000000,Block Group 1 Census Tract 310.02 Cobb County Georgia,2035,31,0,0,0,45,45,0,109,43,4,47,172,81,27,42,557,84,138,285,176,116,15,18,0
1500000US130670310022,130670000000,Block Group 2 Census Tract 310.02 Cobb County Georgia,740,37,0,0,0,0,0,0,0,34,0,0,0,89,118,33,115,11,107,50,37,109,0,0,0
1500000US130670310023,130670000000,Block Group 3 Census Tract 310.02 Cobb County Georgia,1307,0,0,0,0,25,5,60,0,16,36,59,116,0,46,12,440,78,52,204,29,83,46,0,0
1500000US130670310024,130670000000,Block Group 4 Census Tract 310.02 Cobb County Georgia,1336,0,0,0,0,0,32,0,0,3,8,26,94,30,44,10,441,84,109,172,57,110,77,29,10
1500000US130670310041,130670000000,Block Group 1 Census Tract 310.04 Cobb County Georgia,1688,66,0,0,0,0,152,30,29,75,54,69,117,41,62,51,368,12,100,325,77,47,13,0,0
1500000US130670310042,130670000000,Block Group 2 Census Tract 310.04 Cobb County Georgia,683,0,0,0,0,0,27,24,0,0,23,0,34,0,35,9,249,43,38,77,42,82,0,0,0
1500000US130670310043,130670000000,Block Group 3 Census Tract 310.04 Cobb County Georgia,1324,0,0,0,29,30,0,0,0,143,11,43,57,43,15,0,227,66,102,227,56,243,32,0,0
1500000US130670310044,130670000000,Block Group 4 Census Tract 310.04 Cobb County Georgia,820,13,0,0,0,0,0,0,0,0,0,12,0,0,50,12,218,15,61,196,170,64,9,0,0
1500000US130670310051,130670000000,Block Group 1 Census Tract 310.05 Cobb County Georgia,1796,21,0,0,0,0,0,0,0,85,15,16,168,31,0,36,451,40,48,260,70,374,151,4,26
1500000US130670310052,130670000000,Block Group 2 Census Tract 310.05 Cobb County Georgia,1524,46,0,0,0,0,0,0,0,102,16,19,81,60,25,117,365,136,68,263,112,86,19,9,0
1500000US130670311011,130670000000,Block Group 1 Census Tract 311.01 Cobb County Georgia,1323,8,0,0,0,0,41,23,48,30,19,24,70,15,26,21,397,62,42,147,31,200,119,0,0
1500000US130670311012,130670000000,Block Group 2 Census Tract 311.01 Cobb County Georgia,672,0,0,0,0,0,0,0,0,50,0,0,13,28,18,44,161,8,0,105,69,148,16,12,0
1500000US130670311013,130670000000,Block Group 3 Census Tract 311.01 Cobb County Georgia,780,40,0,0,0,0,0,0,18,23,0,0,23,71,48,30,128,0,25,75,70,143,63,0,23
1500000US130670311061,130670000000,Block Group 1 Census Tract 311.06 Cobb County Georgia,880,0,0,0,0,0,0,0,0,30,19,15,0,8,0,73,269,12,75,96,27,242,14,0,0
1500000US130670311062,130670000000,Block Group 2 Census Tract 311.06 Cobb County Georgia,1721,15,0,0,0,0,6,0,0,0,0,0,0,9,0,0,523,0,97,122,33,715,90,52,59
1500000US130670311063,130670000000,Block Group 3 Census Tract 311.06 Cobb County Georgia,1389,15,0,0,0,0,0,0,0,0,8,0,0,7,54,0,222,77,65,351,90,290,180,11,19
1500000US130670311064,130670000000,Block Group 4 Census Tract 311.06 Cobb County Georgia,1239,14,0,0,0,0,0,0,37,13,0,50,0,100,36,51,287,16,60,284,54,214,23,0,0
1500000US130670311081,130670000000,Block Group 1 Census Tract 311.08 Cobb County Georgia,340,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,152,43,25,53,31,14,0,0,0
1500000US130670311082,130670000000,Block Group 2 Census Tract 311.08 Cobb County Georgia,462,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,28,40,11,225,107,0,15
1500000US130670311083,130670000000,Block Group 3 Census Tract 311.08 Cobb County Georgia,2017,0,0,0,0,0,0,0,0,0,0,0,39,70,103,42,243,15,59,534,43,711,107,16,35
1500000US130670311084,130670000000,Block Group 4 Census Tract 311.08 Cobb County Georgia,942,0,0,0,0,0,0,0,0,0,18,0,28,46,0,0,212,46,60,206,81,143,102,0,0
1500000US130670311101,130670000000,Block Group 1 Census Tract 311.10 Cobb County Georgia,1555,10,0,0,0,0,43,0,0,123,0,75,39,111,0,51,268,15,0,144,88,377,167,11,33
1500000US130670311102,130670000000,Block Group 2 Census Tract 311.10 Cobb County Georgia,1025,0,0,0,0,0,0,0,0,9,0,0,0,76,9,16,96,78,52,237,27,204,202,10,9
1500000US130670311111,130670000000,Block Group 1 Census Tract 311.11 Cobb County Georgia,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,9,47,189,101,792,191,132,91
1500000US130670311112,130670000000,Block Group 2 Census Tract 311.11 Cobb County Georgia,973,8,0,0,0,0,0,0,0,0,0,0,1,49,0,32,139,36,47,108,129,281,109,34,0
1500000US130670311121,130670000000,Block Group 1 Census Tract 311.12 Cobb County Georgia,552,0,0,0,0,0,0,0,0,0,0,21,0,0,0,11,92,0,32,24,42,172,145,0,13
1500000US130670311122,130670000000,Block Group 2 Census Tract 311.12 Cobb County Georgia,1538,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,366,12,75,216,125,390,164,106,72
1500000US130670311123,130670000000,Block Group 3 Census Tract 311.12 Cobb County Georgia,1652,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,145,15,50,125,9,625,353,131,155
1500000US130670311131,130670000000,Block Group 1 Census Tract 311.13 Cobb County Georgia,526,9,0,0,0,0,0,0,0,20,0,14,0,19,21,0,78,44,66,108,9,123,15,0,0
1500000US130670311141,130670000000,Block Group 1 Census Tract 311.14 Cobb County Georgia,2551,7,0,0,0,0,0,49,32,49,29,40,191,96,55,11,801,0,186,370,109,402,124,0,0
1500000US130670311142,130670000000,Block Group 2 Census Tract 311.14 Cobb County Georgia,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,30,48,229,129,462,304,13,0
1500000US130670311143,130670000000,Block Group 3 Census Tract 311.14 Cobb County Georgia,902,23,0,0,0,0,0,0,0,28,0,0,0,28,52,0,61,0,18,107,148,364,61,0,12
1500000US130670311144,130670000000,Block Group 4 Census Tract 311.14 Cobb County Georgia,421,0,0,0,0,0,0,0,0,46,0,54,0,0,0,0,44,0,40,0,0,204,33,0,0
1500000US130670311151,130670000000,Block Group 1 Census Tract 311.15 Cobb County Georgia,972,0,0,0,0,18,75,6,0,67,0,0,42,12,20,0,263,28,23,102,98,134,84,0,0
1500000US130670311152,130670000000,Block Group 2 Census Tract 311.15 Cobb County Georgia,1734,38,0,0,0,0,0,32,18,0,25,18,22,9,45,7,114,18,122,164,142,512,240,27,181
1500000US130670311161,130670000000,Block Group 1 Census Tract 311.16 Cobb County Georgia,1633,0,0,0,0,0,0,0,0,62,42,0,0,14,44,0,619,40,152,390,136,46,88,0,0
1500000US130670311162,130670000000,Block Group 2 Census Tract 311.16 Cobb County Georgia,779,0,0,0,0,42,0,0,44,62,0,45,0,0,13,22,126,13,121,14,43,154,53,2,25
1500000US130670311163,130670000000,Block Group 3 Census Tract 311.16 Cobb County Georgia,217,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,88,41,0,21,0,33,0,0,0
1500000US130670311171,130670000000,Block Group 1 Census Tract 311.17 Cobb County Georgia,1524,0,0,0,0,0,0,0,0,0,22,0,20,0,24,24,182,16,75,176,86,589,167,48,95
1500000US130670311172,130670000000,Block Group 2 Census Tract 311.17 Cobb County Georgia,1414,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,23,49,322,62,556,128,58,23
1500000US130670311173,130670000000,Block Group 3 Census Tract 311.17 Cobb County Georgia,648,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,166,15,12,66,35,209,70,44,13
1500000US130670311181,130670000000,Block Group 1 Census Tract 311.18 Cobb County Georgia,804,27,0,0,0,0,0,0,0,53,0,0,53,0,0,0,0,17,0,217,47,187,67,95,41
1500000US130670311182,130670000000,Block Group 2 Census Tract 311.18 Cobb County Georgia,1612,0,0,0,0,0,0,0,0,0,22,6,9,62,0,105,306,18,25,244,13,588,185,29,0
1500000US130670311183,130670000000,Block Group 3 Census Tract 311.18 Cobb County Georgia,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,237,44,12,133,194,566,180,13,0
1500000US130670312051,130670000000,Block Group 1 Census Tract 312.05 Cobb County Georgia,1276,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,174,0,12,124,36,395,337,156,9
1500000US130670312052,130670000000,Block Group 2 Census Tract 312.05 Cobb County Georgia,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,59,0,0,106,32,879,298,27,9
1500000US130670312053,130670000000,Block Group 3 Census Tract 312.05 Cobb County Georgia,1395,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,45,11,68,238,109,491,248,99,41
1500000US130670312061,130670000000,Block Group 1 Census Tract 312.06 Cobb County Georgia,3841,0,0,0,0,0,0,0,0,0,18,60,134,34,10,0,76,0,157,669,168,1502,804,197,12
1500000US130670312062,130670000000,Block Group 2 Census Tract 312.06 Cobb County Georgia,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,17,242,55,38,111,0,0
1500000US130670312063,130670000000,Block Group 3 Census Tract 312.06 Cobb County Georgia,2896,0,0,0,0,0,0,0,0,0,0,0,0,41,0,43,178,84,36,431,189,901,755,189,49
1500000US130670312071,130670000000,Block Group 1 Census Tract 312.07 Cobb County Georgia,772,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,28,0,0,37,44,392,150,55,43
1500000US130670312072,130670000000,Block Group 2 Census Tract 312.07 Cobb County Georgia,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,109,0,0,247,55,644,127,33,8
1500000US130670312073,130670000000,Block Group 3 Census Tract 312.07 Cobb County Georgia,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,17,0,26,207,88,52,40
1500000US130670312081,130670000000,Block Group 1 Census Tract 312.08 Cobb County Georgia,514,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,33,50,38,11,54,246,64,0,0
1500000US130670312082,130670000000,Block Group 2 Census Tract 312.08 Cobb County Georgia,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,141,0,52,124,38,743,301,101,63
1500000US130670312083,130670000000,Block Group 3 Census Tract 312.08 Cobb County Georgia,2830,0,0,0,0,0,0,0,0,0,0,34,22,0,10,0,282,0,75,370,166,1258,503,94,16
1500000US130670312091,130670000000,Block Group 1 Census Tract 312.09 Cobb County Georgia,2150,0,0,0,0,0,0,0,0,0,0,0,10,66,18,0,267,21,100,294,96,686,338,191,63
1500000US130670312092,130670000000,Block Group 2 Census Tract 312.09 Cobb County Georgia,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,16,103,45,465,155,120,11
1500000US130670312111,130670000000,Block Group 1 Census Tract 312.11 Cobb County Georgia,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0,74,60,95,0,34,45
1500000US130670312112,130670000000,Block Group 2 Census Tract 312.11 Cobb County Georgia,2300,0,0,0,0,0,0,0,0,0,0,0,0,54,58,0,102,0,175,550,68,857,360,49,27
1500000US130670312113,130670000000,Block Group 3 Census Tract 312.11 Cobb County Georgia,582,0,0,0,0,0,0,0,0,224,0,0,0,35,0,0,0,87,0,39,17,119,40,0,21
1500000US130670312121,130670000000,Block Group 1 Census Tract 312.12 Cobb County Georgia,1803,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,251,0,4,141,8,658,324,286,111
1500000US130670313061,130670000000,Block Group 1 Census Tract 313.06 Cobb County Georgia,1593,15,0,0,0,0,0,0,28,22,0,90,18,115,23,18,418,71,53,254,56,295,75,42,0
1500000US130670313062,130670000000,Block Group 2 Census Tract 313.06 Cobb County Georgia,1204,38,0,0,0,0,0,0,0,41,0,10,31,49,50,40,415,108,38,181,75,117,11,0,0
1500000US130670313071,130670000000,Block Group 1 Census Tract 313.07 Cobb County Georgia,795,0,0,0,0,0,0,0,12,0,0,40,17,0,19,0,154,69,27,112,59,150,124,12,0
1500000US130670313072,130670000000,Block Group 2 Census Tract 313.07 Cobb County Georgia,1532,18,0,0,0,0,0,0,0,36,0,0,0,0,13,37,290,39,101,286,96,466,112,0,38
1500000US130670313073,130670000000,Block Group 3 Census Tract 313.07 Cobb County Georgia,1503,0,0,0,0,51,0,0,0,0,0,0,0,0,10,0,269,102,21,124,36,520,245,68,57
1500000US130670313081,130670000000,Block Group 1 Census Tract 313.08 Cobb County Georgia,729,0,0,0,0,0,0,1,0,32,0,1,0,11,30,11,238,25,77,96,78,116,13,0,0
1500000US130670313082,130670000000,Block Group 2 Census Tract 313.08 Cobb County Georgia,1322,0,0,0,0,0,9,40,0,33,18,0,104,19,17,31,545,65,48,251,102,30,10,0,0
1500000US130670313083,130670000000,Block Group 3 Census Tract 313.08 Cobb County Georgia,1481,12,0,0,0,0,30,10,0,0,0,21,0,62,36,37,310,45,72,339,137,260,70,22,18
1500000US130670313091,130670000000,Block Group 1 Census Tract 313.09 Cobb County Georgia,718,0,0,0,0,0,0,0,57,0,29,19,72,0,0,13,200,4,10,100,49,90,75,0,0
1500000US130670313092,130670000000,Block Group 2 Census Tract 313.09 Cobb County Georgia,1260,37,0,0,0,0,13,0,0,44,11,0,46,59,44,16,398,88,116,96,29,169,94,0,0
1500000US130670313093,130670000000,Block Group 3 Census Tract 313.09 Cobb County Georgia,1671,62,0,39,0,0,55,35,0,125,0,84,138,12,21,36,482,37,103,208,65,125,44,0,0
1500000US130670313094,130670000000,Block Group 4 Census Tract 313.09 Cobb County Georgia,1384,21,0,0,0,0,0,0,0,0,0,1,0,0,0,39,334,72,133,304,45,251,157,0,27
1500000US130670313101,130670000000,Block Group 1 Census Tract 313.10 Cobb County Georgia,1019,0,0,0,0,0,0,0,0,0,3,0,0,7,65,5,210,17,19,278,145,161,78,14,17
1500000US130670313102,130670000000,Block Group 2 Census Tract 313.10 Cobb County Georgia,1689,0,0,0,171,30,35,56,51,135,0,23,72,60,0,0,481,135,54,302,15,38,31,0,0
1500000US130670313103,130670000000,Block Group 3 Census Tract 313.10 Cobb County Georgia,1118,47,0,0,0,0,0,0,0,0,8,0,38,128,0,0,340,17,66,245,64,121,44,0,0
1500000US130670313111,130670000000,Block Group 1 Census Tract 313.11 Cobb County Georgia,2163,91,0,0,0,0,0,0,0,67,0,0,159,67,0,16,408,55,80,404,195,424,159,38,0
1500000US130670313112,130670000000,Block Group 2 Census Tract 313.11 Cobb County Georgia,1602,22,0,0,0,11,25,0,0,139,1,0,0,22,126,26,425,5,212,216,73,164,99,36,0
1500000US130670313113,130670000000,Block Group 3 Census Tract 313.11 Cobb County Georgia,1609,50,0,0,0,0,0,28,43,220,0,0,0,0,57,0,253,86,79,362,157,211,63,0,0
1500000US130670313121,130670000000,Block Group 1 Census Tract 313.12 Cobb County Georgia,629,37,0,0,43,0,0,0,0,75,0,0,12,60,38,0,84,0,62,152,0,36,0,30,0
1500000US130670313122,130670000000,Block Group 2 Census Tract 313.12 Cobb County Georgia,393,0,0,0,0,0,0,0,0,8,0,0,10,0,48,0,73,31,39,48,13,60,10,43,10
1500000US130670313123,130670000000,Block Group 3 Census Tract 313.12 Cobb County Georgia,3139,14,0,0,0,0,0,0,0,67,0,23,152,36,74,0,510,56,95,570,137,941,380,54,30
1500000US130670313124,130670000000,Block Group 4 Census Tract 313.12 Cobb County Georgia,1885,0,0,0,0,60,0,0,0,153,0,0,0,16,0,0,264,15,15,184,75,680,409,14,0
1500000US130670313131,130670000000,Block Group 1 Census Tract 313.13 Cobb County Georgia,4683,0,0,0,0,0,56,0,39,29,0,73,92,39,23,16,303,17,155,216,251,1791,1169,257,157
1500000US130670313132,130670000000,Block Group 2 Census Tract 313.13 Cobb County Georgia,2135,15,0,0,0,0,0,0,0,12,1,0,11,1,0,0,139,74,76,293,198,903,323,29,60
1500000US130670314041,130670000000,Block Group 1 Census Tract 314.04 Cobb County Georgia,755,0,0,0,0,0,0,0,0,0,0,20,41,11,11,79,143,132,51,91,96,53,27,0,0
