GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Under 6 years:,Estimate; Total: - Under 6 years: - Living with two parents:,Estimate; Total: - Under 6 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Father only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - Under 6 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - Under 6 years: - Living with one parent:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother:,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - Under 6 years: - Living with one parent: - Living with mother: - Not in labor force,Estimate; Total: - 6 to 17 years:,Estimate; Total: - 6 to 17 years: - Living with two parents:,Estimate; Total: - 6 to 17 years: - Living with two parents: - Both parents in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Father only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Mother only in labor force,Estimate; Total: - 6 to 17 years: - Living with two parents: - Neither parent in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with father: - Not in labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother:,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - In labor force,Estimate; Total: - 6 to 17 years: - Living with one parent: - Living with mother: - Not in labor force
1500000US131210098021,131210000000,Block Group 1 Census Tract 98.02 Fulton County Georgia,591,123,123,71,52,0,0,0,0,0,0,0,0,0,468,374,114,260,0,0,94,29,29,0,65,0,65
1500000US131210098022,131210000000,Block Group 2 Census Tract 98.02 Fulton County Georgia,437,95,95,33,62,0,0,0,0,0,0,0,0,0,342,302,98,180,18,6,40,0,0,0,40,23,17
1500000US131210099001,131210000000,Block Group 1 Census Tract 99 Fulton County Georgia,208,30,30,0,30,0,0,0,0,0,0,0,0,0,178,162,61,101,0,0,16,0,0,0,16,16,0
1500000US131210099002,131210000000,Block Group 2 Census Tract 99 Fulton County Georgia,346,60,60,18,42,0,0,0,0,0,0,0,0,0,286,286,141,145,0,0,0,0,0,0,0,0,0
1500000US131210099003,131210000000,Block Group 3 Census Tract 99 Fulton County Georgia,303,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303,150,153,0,0,0,0,0,0,0,0,0
1500000US131210099004,131210000000,Block Group 4 Census Tract 99 Fulton County Georgia,226,68,68,53,15,0,0,0,0,0,0,0,0,0,158,158,51,107,0,0,0,0,0,0,0,0,0
1500000US131210100011,131210000000,Block Group 1 Census Tract 100.01 Fulton County Georgia,102,0,0,0,0,0,0,0,0,0,0,0,0,0,102,52,0,52,0,0,50,0,0,0,50,50,0
1500000US131210100012,131210000000,Block Group 2 Census Tract 100.01 Fulton County Georgia,445,273,273,184,89,0,0,0,0,0,0,0,0,0,172,172,118,54,0,0,0,0,0,0,0,0,0
1500000US131210100013,131210000000,Block Group 3 Census Tract 100.01 Fulton County Georgia,108,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,18,90,0,0,0,0,0,0,0,0,0
1500000US131210100014,131210000000,Block Group 4 Census Tract 100.01 Fulton County Georgia,257,103,87,0,87,0,0,16,0,0,0,16,0,16,154,139,105,34,0,0,15,0,0,0,15,15,0
1500000US131210100021,131210000000,Block Group 1 Census Tract 100.02 Fulton County Georgia,266,24,24,13,11,0,0,0,0,0,0,0,0,0,242,242,80,162,0,0,0,0,0,0,0,0,0
1500000US131210100022,131210000000,Block Group 2 Census Tract 100.02 Fulton County Georgia,697,208,208,79,129,0,0,0,0,0,0,0,0,0,489,420,191,229,0,0,69,69,69,0,0,0,0
1500000US131210100023,131210000000,Block Group 3 Census Tract 100.02 Fulton County Georgia,598,184,184,64,120,0,0,0,0,0,0,0,0,0,414,414,139,275,0,0,0,0,0,0,0,0,0
1500000US131210101061,131210000000,Block Group 1 Census Tract 101.06 Fulton County Georgia,259,98,98,48,50,0,0,0,0,0,0,0,0,0,161,153,103,50,0,0,8,0,0,0,8,8,0
1500000US131210101062,131210000000,Block Group 2 Census Tract 101.06 Fulton County Georgia,217,31,31,31,0,0,0,0,0,0,0,0,0,0,186,29,20,9,0,0,157,0,0,0,157,157,0
1500000US131210101063,131210000000,Block Group 3 Census Tract 101.06 Fulton County Georgia,322,60,60,31,29,0,0,0,0,0,0,0,0,0,262,262,34,228,0,0,0,0,0,0,0,0,0
1500000US131210101071,131210000000,Block Group 1 Census Tract 101.07 Fulton County Georgia,177,25,25,18,7,0,0,0,0,0,0,0,0,0,152,152,75,77,0,0,0,0,0,0,0,0,0
1500000US131210101072,131210000000,Block Group 2 Census Tract 101.07 Fulton County Georgia,308,0,0,0,0,0,0,0,0,0,0,0,0,0,308,249,89,82,63,15,59,14,14,0,45,45,0
1500000US131210101081,131210000000,Block Group 1 Census Tract 101.08 Fulton County Georgia,271,86,86,86,0,0,0,0,0,0,0,0,0,0,185,163,105,22,9,27,22,0,0,0,22,22,0
1500000US131210101082,131210000000,Block Group 2 Census Tract 101.08 Fulton County Georgia,486,174,174,88,86,0,0,0,0,0,0,0,0,0,312,312,134,178,0,0,0,0,0,0,0,0,0
1500000US131210101101,131210000000,Block Group 1 Census Tract 101.10 Fulton County Georgia,450,169,159,159,0,0,0,10,0,0,0,10,10,0,281,225,191,34,0,0,56,46,46,0,10,10,0
1500000US131210101102,131210000000,Block Group 2 Census Tract 101.10 Fulton County Georgia,256,88,88,46,42,0,0,0,0,0,0,0,0,0,168,91,0,8,83,0,77,12,12,0,65,65,0
1500000US131210101103,131210000000,Block Group 3 Census Tract 101.10 Fulton County Georgia,185,41,0,0,0,0,0,41,41,41,0,0,0,0,144,62,0,62,0,0,82,66,66,0,16,0,16
1500000US131210101131,131210000000,Block Group 1 Census Tract 101.13 Fulton County Georgia,227,177,177,94,55,0,28,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0
1500000US131210101132,131210000000,Block Group 2 Census Tract 101.13 Fulton County Georgia,451,320,267,89,178,0,0,53,0,0,0,53,53,0,131,81,81,0,0,0,50,13,13,0,37,37,0
1500000US131210101133,131210000000,Block Group 3 Census Tract 101.13 Fulton County Georgia,577,253,25,25,0,0,0,228,0,0,0,228,0,228,324,231,231,0,0,0,93,0,0,0,93,0,93
1500000US131210101141,131210000000,Block Group 1 Census Tract 101.14 Fulton County Georgia,278,44,44,44,0,0,0,0,0,0,0,0,0,0,234,219,219,0,0,0,15,15,15,0,0,0,0
1500000US131210101142,131210000000,Block Group 2 Census Tract 101.14 Fulton County Georgia,1395,605,438,298,140,0,0,167,167,167,0,0,0,0,790,556,390,136,30,0,234,165,165,0,69,69,0
1500000US131210101143,131210000000,Block Group 3 Census Tract 101.14 Fulton County Georgia,545,111,111,14,0,97,0,0,0,0,0,0,0,0,434,395,134,23,238,0,39,0,0,0,39,39,0
1500000US131210101151,131210000000,Block Group 1 Census Tract 101.15 Fulton County Georgia,419,119,119,27,92,0,0,0,0,0,0,0,0,0,300,290,167,92,31,0,10,0,0,0,10,10,0
1500000US131210101171,131210000000,Block Group 1 Census Tract 101.17 Fulton County Georgia,540,314,140,127,5,8,0,174,73,73,0,101,101,0,226,138,138,0,0,0,88,0,0,0,88,76,12
1500000US131210101172,131210000000,Block Group 2 Census Tract 101.17 Fulton County Georgia,60,60,40,35,5,0,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US131210101181,131210000000,Block Group 1 Census Tract 101.18 Fulton County Georgia,1036,265,88,63,25,0,0,177,162,162,0,15,15,0,771,349,258,77,14,0,422,60,60,0,362,153,209
1500000US131210101182,131210000000,Block Group 2 Census Tract 101.18 Fulton County Georgia,279,52,0,0,0,0,0,52,0,0,0,52,52,0,227,94,94,0,0,0,133,0,0,0,133,91,42
1500000US131210101183,131210000000,Block Group 3 Census Tract 101.18 Fulton County Georgia,293,47,0,0,0,0,0,47,0,0,0,47,47,0,246,38,38,0,0,0,208,0,0,0,208,156,52
1500000US131210101191,131210000000,Block Group 1 Census Tract 101.19 Fulton County Georgia,278,243,195,147,48,0,0,48,48,48,0,0,0,0,35,0,0,0,0,0,35,0,0,0,35,35,0
1500000US131210101192,131210000000,Block Group 2 Census Tract 101.19 Fulton County Georgia,644,143,24,0,0,0,24,119,0,0,0,119,119,0,501,52,52,0,0,0,449,0,0,0,449,346,103
1500000US131210101193,131210000000,Block Group 3 Census Tract 101.19 Fulton County Georgia,463,189,64,64,0,0,0,125,73,73,0,52,52,0,274,106,97,9,0,0,168,0,0,0,168,168,0
1500000US131210101201,131210000000,Block Group 1 Census Tract 101.20 Fulton County Georgia,265,116,92,92,0,0,0,24,0,0,0,24,24,0,149,77,77,0,0,0,72,14,14,0,58,44,14
1500000US131210101211,131210000000,Block Group 1 Census Tract 101.21 Fulton County Georgia,235,115,115,55,60,0,0,0,0,0,0,0,0,0,120,97,62,24,11,0,23,8,8,0,15,15,0
1500000US131210101221,131210000000,Block Group 1 Census Tract 101.22 Fulton County Georgia,265,159,159,102,57,0,0,0,0,0,0,0,0,0,106,32,32,0,0,0,74,0,0,0,74,74,0
1500000US131210101222,131210000000,Block Group 2 Census Tract 101.22 Fulton County Georgia,283,127,127,20,107,0,0,0,0,0,0,0,0,0,156,16,16,0,0,0,140,27,27,0,113,113,0
1500000US131210101223,131210000000,Block Group 3 Census Tract 101.22 Fulton County Georgia,492,327,327,180,147,0,0,0,0,0,0,0,0,0,165,29,29,0,0,0,136,0,0,0,136,136,0
1500000US131210101231,131210000000,Block Group 1 Census Tract 101.23 Fulton County Georgia,446,231,69,19,50,0,0,162,0,0,0,162,151,11,215,66,66,0,0,0,149,6,6,0,143,133,10
1500000US131210101232,131210000000,Block Group 2 Census Tract 101.23 Fulton County Georgia,216,57,57,41,16,0,0,0,0,0,0,0,0,0,159,81,70,11,0,0,78,56,56,0,22,12,10
1500000US131210101233,131210000000,Block Group 3 Census Tract 101.23 Fulton County Georgia,563,179,17,0,17,0,0,162,0,0,0,162,162,0,384,365,81,15,269,0,19,0,0,0,19,19,0
1500000US131210102041,131210000000,Block Group 1 Census Tract 102.04 Fulton County Georgia,325,203,203,135,68,0,0,0,0,0,0,0,0,0,122,105,59,46,0,0,17,0,0,0,17,17,0
1500000US131210102042,131210000000,Block Group 2 Census Tract 102.04 Fulton County Georgia,430,131,131,124,7,0,0,0,0,0,0,0,0,0,299,284,233,51,0,0,15,15,15,0,0,0,0
1500000US131210102043,131210000000,Block Group 3 Census Tract 102.04 Fulton County Georgia,238,36,36,23,13,0,0,0,0,0,0,0,0,0,202,202,34,122,0,46,0,0,0,0,0,0,0
1500000US131210102044,131210000000,Block Group 4 Census Tract 102.04 Fulton County Georgia,135,40,40,30,10,0,0,0,0,0,0,0,0,0,95,95,42,37,0,16,0,0,0,0,0,0,0
1500000US131210102051,131210000000,Block Group 1 Census Tract 102.05 Fulton County Georgia,177,49,49,30,19,0,0,0,0,0,0,0,0,0,128,128,110,18,0,0,0,0,0,0,0,0,0
1500000US131210102052,131210000000,Block Group 2 Census Tract 102.05 Fulton County Georgia,300,253,192,171,21,0,0,61,61,61,0,0,0,0,47,0,0,0,0,0,47,0,0,0,47,0,47
1500000US131210102053,131210000000,Block Group 3 Census Tract 102.05 Fulton County Georgia,459,163,136,123,13,0,0,27,0,0,0,27,27,0,296,286,239,47,0,0,10,0,0,0,10,10,0
1500000US131210102054,131210000000,Block Group 4 Census Tract 102.05 Fulton County Georgia,133,133,100,100,0,0,0,33,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US131210102061,131210000000,Block Group 1 Census Tract 102.06 Fulton County Georgia,395,107,88,14,74,0,0,19,0,0,0,19,0,19,288,272,115,157,0,0,16,0,0,0,16,16,0
1500000US131210102062,131210000000,Block Group 2 Census Tract 102.06 Fulton County Georgia,230,18,18,0,18,0,0,0,0,0,0,0,0,0,212,194,72,122,0,0,18,18,18,0,0,0,0
1500000US131210102063,131210000000,Block Group 3 Census Tract 102.06 Fulton County Georgia,442,41,41,12,29,0,0,0,0,0,0,0,0,0,401,401,166,235,0,0,0,0,0,0,0,0,0
1500000US131210102081,131210000000,Block Group 1 Census Tract 102.08 Fulton County Georgia,275,111,92,0,92,0,0,19,0,0,0,19,19,0,164,123,47,76,0,0,41,0,0,0,41,41,0
1500000US131210102082,131210000000,Block Group 2 Census Tract 102.08 Fulton County Georgia,44,44,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US131210102083,131210000000,Block Group 3 Census Tract 102.08 Fulton County Georgia,285,90,90,90,0,0,0,0,0,0,0,0,0,0,195,8,8,0,0,0,187,65,65,0,122,122,0
1500000US131210102091,131210000000,Block Group 1 Census Tract 102.09 Fulton County Georgia,413,189,49,49,0,0,0,140,0,0,0,140,140,0,224,56,56,0,0,0,168,45,45,0,123,123,0
1500000US131210102092,131210000000,Block Group 2 Census Tract 102.09 Fulton County Georgia,146,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,130,16,0,0,0,0,0,0,0,0,0
1500000US131210102093,131210000000,Block Group 3 Census Tract 102.09 Fulton County Georgia,420,189,189,86,103,0,0,0,0,0,0,0,0,0,231,173,173,0,0,0,58,0,0,0,58,58,0
1500000US131210102101,131210000000,Block Group 1 Census Tract 102.10 Fulton County Georgia,264,110,21,21,0,0,0,89,0,0,0,89,89,0,154,154,31,123,0,0,0,0,0,0,0,0,0
1500000US131210102102,131210000000,Block Group 2 Census Tract 102.10 Fulton County Georgia,357,126,71,71,0,0,0,55,44,44,0,11,0,11,231,125,125,0,0,0,106,87,87,0,19,19,0
1500000US131210102103,131210000000,Block Group 3 Census Tract 102.10 Fulton County Georgia,425,120,120,50,70,0,0,0,0,0,0,0,0,0,305,214,151,18,45,0,91,0,0,0,91,91,0
1500000US131210102111,131210000000,Block Group 1 Census Tract 102.11 Fulton County Georgia,328,43,43,28,15,0,0,0,0,0,0,0,0,0,285,262,235,27,0,0,23,0,0,0,23,23,0
1500000US131210102112,131210000000,Block Group 2 Census Tract 102.11 Fulton County Georgia,654,235,235,141,94,0,0,0,0,0,0,0,0,0,419,398,232,166,0,0,21,0,0,0,21,21,0
1500000US131210102121,131210000000,Block Group 1 Census Tract 102.12 Fulton County Georgia,692,193,142,124,18,0,0,51,28,28,0,23,0,23,499,251,205,46,0,0,248,75,75,0,173,127,46
1500000US131210102122,131210000000,Block Group 2 Census Tract 102.12 Fulton County Georgia,187,32,13,0,13,0,0,19,0,0,0,19,19,0,155,102,64,38,0,0,53,0,0,0,53,53,0
1500000US131210102123,131210000000,Block Group 3 Census Tract 102.12 Fulton County Georgia,306,151,129,55,74,0,0,22,22,22,0,0,0,0,155,93,54,39,0,0,62,30,30,0,32,32,0
1500000US131210103011,131210000000,Block Group 1 Census Tract 103.01 Fulton County Georgia,2993,506,261,191,70,0,0,245,0,0,0,245,224,21,2487,1561,1406,155,0,0,926,52,31,21,874,779,95
1500000US131210103012,131210000000,Block Group 2 Census Tract 103.01 Fulton County Georgia,2209,1018,659,575,69,15,0,359,85,44,41,274,274,0,1191,822,726,83,13,0,369,13,13,0,356,356,0
1500000US131210103031,131210000000,Block Group 1 Census Tract 103.03 Fulton County Georgia,615,251,238,238,0,0,0,13,0,0,0,13,13,0,364,230,230,0,0,0,134,0,0,0,134,114,20
1500000US131210103032,131210000000,Block Group 2 Census Tract 103.03 Fulton County Georgia,1757,480,283,238,45,0,0,197,43,43,0,154,154,0,1277,488,432,12,44,0,789,154,154,0,635,635,0
1500000US131210103041,131210000000,Block Group 1 Census Tract 103.04 Fulton County Georgia,1013,265,170,150,20,0,0,95,0,0,0,95,95,0,748,581,413,142,26,0,167,15,15,0,152,152,0
1500000US131210103042,131210000000,Block Group 2 Census Tract 103.04 Fulton County Georgia,2781,801,275,275,0,0,0,526,34,34,0,492,450,42,1980,1140,1120,0,20,0,840,268,268,0,572,532,40
1500000US131210104001,131210000000,Block Group 1 Census Tract 104 Fulton County Georgia,204,82,71,40,31,0,0,11,0,0,0,11,11,0,122,64,32,32,0,0,58,33,27,6,25,25,0
1500000US131210104002,131210000000,Block Group 2 Census Tract 104 Fulton County Georgia,335,189,166,90,76,0,0,23,0,0,0,23,0,23,146,85,35,50,0,0,61,22,22,0,39,0,39
1500000US131210104003,131210000000,Block Group 3 Census Tract 104 Fulton County Georgia,1377,437,260,198,62,0,0,177,8,8,0,169,126,43,940,521,415,33,73,0,419,47,47,0,372,372,0
1500000US131210104004,131210000000,Block Group 4 Census Tract 104 Fulton County Georgia,359,78,65,65,0,0,0,13,0,0,0,13,13,0,281,119,87,0,32,0,162,0,0,0,162,162,0
1500000US131210105071,131210000000,Block Group 1 Census Tract 105.07 Fulton County Georgia,1131,262,113,113,0,0,0,149,0,0,0,149,149,0,869,203,203,0,0,0,666,0,0,0,666,306,360
1500000US131210105072,131210000000,Block Group 2 Census Tract 105.07 Fulton County Georgia,30,30,0,0,0,0,0,30,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US131210105073,131210000000,Block Group 3 Census Tract 105.07 Fulton County Georgia,664,157,24,24,0,0,0,133,23,23,0,110,110,0,507,64,64,0,0,0,443,48,48,0,395,290,105
1500000US131210105074,131210000000,Block Group 4 Census Tract 105.07 Fulton County Georgia,418,105,15,15,0,0,0,90,0,0,0,90,90,0,313,49,13,0,0,36,264,28,0,28,236,236,0
1500000US131210105081,131210000000,Block Group 1 Census Tract 105.08 Fulton County Georgia,1294,215,54,54,0,0,0,161,21,0,21,140,44,96,1079,272,264,0,8,0,807,123,114,9,684,453,231
1500000US131210105101,131210000000,Block Group 1 Census Tract 105.10 Fulton County Georgia,1088,370,0,0,0,0,0,370,0,0,0,370,370,0,718,61,61,0,0,0,657,31,31,0,626,626,0
1500000US131210105102,131210000000,Block Group 2 Census Tract 105.10 Fulton County Georgia,519,115,44,44,0,0,0,71,0,0,0,71,71,0,404,68,68,0,0,0,336,57,0,57,279,279,0
1500000US131210105103,131210000000,Block Group 3 Census Tract 105.10 Fulton County Georgia,2616,591,418,198,220,0,0,173,0,0,0,173,138,35,2025,515,225,275,15,0,1510,31,31,0,1479,1354,125
1500000US131210105104,131210000000,Block Group 4 Census Tract 105.10 Fulton County Georgia,563,196,54,54,0,0,0,142,47,47,0,95,53,42,367,200,200,0,0,0,167,47,47,0,120,120,0
1500000US131210105111,131210000000,Block Group 1 Census Tract 105.11 Fulton County Georgia,443,296,62,62,0,0,0,234,0,0,0,234,234,0,147,63,54,9,0,0,84,45,0,45,39,39,0
1500000US131210105112,131210000000,Block Group 2 Census Tract 105.11 Fulton County Georgia,1829,449,250,149,101,0,0,199,0,0,0,199,158,41,1380,561,340,48,105,68,819,75,75,0,744,504,240
1500000US131210105113,131210000000,Block Group 3 Census Tract 105.11 Fulton County Georgia,130,22,0,0,0,0,0,22,0,0,0,22,22,0,108,36,36,0,0,0,72,0,0,0,72,72,0
1500000US131210105121,131210000000,Block Group 1 Census Tract 105.12 Fulton County Georgia,1523,749,209,209,0,0,0,540,82,37,45,458,297,161,774,238,61,0,177,0,536,0,0,0,536,456,80
1500000US131210105122,131210000000,Block Group 2 Census Tract 105.12 Fulton County Georgia,363,193,0,0,0,0,0,193,0,0,0,193,139,54,170,0,0,0,0,0,170,0,0,0,170,62,108
1500000US131210105123,131210000000,Block Group 3 Census Tract 105.12 Fulton County Georgia,674,236,20,20,0,0,0,216,41,41,0,175,175,0,438,108,108,0,0,0,330,0,0,0,330,306,24
1500000US131210105131,131210000000,Block Group 1 Census Tract 105.13 Fulton County Georgia,1651,668,393,196,197,0,0,275,26,26,0,249,249,0,983,450,301,115,34,0,533,0,0,0,533,508,25
1500000US131210105132,131210000000,Block Group 2 Census Tract 105.13 Fulton County Georgia,784,217,40,40,0,0,0,177,57,57,0,120,114,6,567,95,95,0,0,0,472,188,161,27,284,260,24
1500000US131210105133,131210000000,Block Group 3 Census Tract 105.13 Fulton County Georgia,1320,490,167,45,122,0,0,323,34,34,0,289,273,16,830,318,114,204,0,0,512,94,94,0,418,318,100
1500000US131210105141,131210000000,Block Group 1 Census Tract 105.14 Fulton County Georgia,1491,367,157,157,0,0,0,210,33,33,0,177,138,39,1124,556,520,36,0,0,568,0,0,0,568,568,0
1500000US131210105142,131210000000,Block Group 2 Census Tract 105.14 Fulton County Georgia,1104,492,309,154,155,0,0,183,10,0,10,173,173,0,612,233,178,25,30,0,379,0,0,0,379,344,35
1500000US131210105143,131210000000,Block Group 3 Census Tract 105.14 Fulton County Georgia,843,298,72,43,29,0,0,226,0,0,0,226,226,0,545,146,75,71,0,0,399,22,22,0,377,377,0
1500000US131210105151,131210000000,Block Group 1 Census Tract 105.15 Fulton County Georgia,1118,379,186,166,20,0,0,193,0,0,0,193,193,0,739,230,219,11,0,0,509,27,27,0,482,444,38
1500000US131210105161,131210000000,Block Group 1 Census Tract 105.16 Fulton County Georgia,678,293,191,191,0,0,0,102,0,0,0,102,36,66,385,76,76,0,0,0,309,63,46,17,246,195,51
1500000US131210105162,131210000000,Block Group 2 Census Tract 105.16 Fulton County Georgia,832,67,0,0,0,0,0,67,0,0,0,67,67,0,765,176,145,31,0,0,589,206,188,18,383,346,37
1500000US131210105163,131210000000,Block Group 3 Census Tract 105.16 Fulton County Georgia,1072,185,0,0,0,0,0,185,52,0,52,133,62,71,887,0,0,0,0,0,887,219,0,219,668,544,124
1500000US131210106011,131210000000,Block Group 1 Census Tract 106.01 Fulton County Georgia,147,49,8,8,0,0,0,41,24,24,0,17,17,0,98,59,9,19,31,0,39,0,0,0,39,18,21
1500000US131210106012,131210000000,Block Group 2 Census Tract 106.01 Fulton County Georgia,326,146,0,0,0,0,0,146,0,0,0,146,133,13,180,0,0,0,0,0,180,0,0,0,180,77,103
1500000US131210106013,131210000000,Block Group 3 Census Tract 106.01 Fulton County Georgia,130,47,29,29,0,0,0,18,0,0,0,18,18,0,83,0,0,0,0,0,83,0,0,0,83,83,0
1500000US131210106014,131210000000,Block Group 4 Census Tract 106.01 Fulton County Georgia,92,31,0,0,0,0,0,31,0,0,0,31,0,31,61,35,27,0,0,8,26,0,0,0,26,26,0
1500000US131210106031,131210000000,Block Group 1 Census Tract 106.03 Fulton County Georgia,566,73,0,0,0,0,0,73,24,24,0,49,49,0,493,9,0,9,0,0,484,49,49,0,435,435,0
1500000US131210106032,131210000000,Block Group 2 Census Tract 106.03 Fulton County Georgia,520,182,51,38,13,0,0,131,32,32,0,99,78,21,338,207,207,0,0,0,131,31,31,0,100,90,10
1500000US131210106033,131210000000,Block Group 3 Census Tract 106.03 Fulton County Georgia,227,137,20,0,20,0,0,117,0,0,0,117,117,0,90,19,0,19,0,0,71,0,0,0,71,71,0
1500000US131210106041,131210000000,Block Group 1 Census Tract 106.04 Fulton County Georgia,65,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65,32,32,0,33,33,0
1500000US131210106042,131210000000,Block Group 2 Census Tract 106.04 Fulton County Georgia,113,83,18,0,18,0,0,65,0,0,0,65,65,0,30,0,0,0,0,0,30,0,0,0,30,30,0
1500000US131210106043,131210000000,Block Group 3 Census Tract 106.04 Fulton County Georgia,414,230,38,38,0,0,0,192,19,0,19,173,109,64,184,58,46,12,0,0,126,0,0,0,126,91,35
1500000US131210108001,131210000000,Block Group 1 Census Tract 108 Fulton County Georgia,136,46,46,0,46,0,0,0,0,0,0,0,0,0,90,90,14,76,0,0,0,0,0,0,0,0,0
1500000US131210108002,131210000000,Block Group 2 Census Tract 108 Fulton County Georgia,230,134,134,134,0,0,0,0,0,0,0,0,0,0,96,96,96,0,0,0,0,0,0,0,0,0,0
1500000US131210108003,131210000000,Block Group 3 Census Tract 108 Fulton County Georgia,339,72,64,6,58,0,0,8,0,0,0,8,8,0,267,259,0,259,0,0,8,0,0,0,8,8,0
1500000US131210108004,131210000000,Block Group 4 Census Tract 108 Fulton County Georgia,238,20,0,0,0,0,0,20,0,0,0,20,0,20,218,0,0,0,0,0,218,0,0,0,218,218,0
1500000US131210108005,131210000000,Block Group 5 Census Tract 108 Fulton County Georgia,361,193,0,0,0,0,0,193,193,193,0,0,0,0,168,54,54,0,0,0,114,114,114,0,0,0,0
1500000US131210108006,131210000000,Block Group 6 Census Tract 108 Fulton County Georgia,428,158,60,0,60,0,0,98,0,0,0,98,98,0,270,123,0,123,0,0,147,0,0,0,147,147,0
1500000US131210110001,131210000000,Block Group 1 Census Tract 110 Fulton County Georgia,170,41,13,13,0,0,0,28,0,0,0,28,21,7,129,65,65,0,0,0,64,0,0,0,64,41,23
1500000US131210110002,131210000000,Block Group 2 Census Tract 110 Fulton County Georgia,521,266,61,33,28,0,0,205,0,0,0,205,123,82,255,45,33,12,0,0,210,12,12,0,198,75,123
1500000US131210110003,131210000000,Block Group 3 Census Tract 110 Fulton County Georgia,195,68,0,0,0,0,0,68,49,49,0,19,13,6,127,12,12,0,0,0,115,17,0,17,98,98,0
1500000US131210110004,131210000000,Block Group 4 Census Tract 110 Fulton County Georgia,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,32,32,0,0,0,0
1500000US131210111001,131210000000,Block Group 1 Census Tract 111 Fulton County Georgia,76,26,18,4,14,0,0,8,0,0,0,8,8,0,50,40,40,0,0,0,10,0,0,0,10,10,0
1500000US131210111002,131210000000,Block Group 2 Census Tract 111 Fulton County Georgia,79,14,14,14,0,0,0,0,0,0,0,0,0,0,65,30,30,0,0,0,35,0,0,0,35,35,0
1500000US131210111003,131210000000,Block Group 3 Census Tract 111 Fulton County Georgia,17,12,12,12,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0
1500000US131210112011,131210000000,Block Group 1 Census Tract 112.01 Fulton County Georgia,272,206,96,96,0,0,0,110,0,0,0,110,97,13,66,9,9,0,0,0,57,0,0,0,57,57,0
1500000US131210112012,131210000000,Block Group 2 Census Tract 112.01 Fulton County Georgia,351,90,4,0,4,0,0,86,0,0,0,86,57,29,261,30,30,0,0,0,231,0,0,0,231,209,22
1500000US131210112013,131210000000,Block Group 3 Census Tract 112.01 Fulton County Georgia,110,62,30,30,0,0,0,32,3,3,0,29,29,0,48,23,23,0,0,0,25,19,19,0,6,6,0
1500000US131210112021,131210000000,Block Group 1 Census Tract 112.02 Fulton County Georgia,106,59,9,9,0,0,0,50,0,0,0,50,50,0,47,0,0,0,0,0,47,0,0,0,47,47,0
1500000US131210112022,131210000000,Block Group 2 Census Tract 112.02 Fulton County Georgia,178,99,32,32,0,0,0,67,0,0,0,67,67,0,79,12,12,0,0,0,67,0,0,0,67,67,0
1500000US131210112023,131210000000,Block Group 3 Census Tract 112.02 Fulton County Georgia,227,118,0,0,0,0,0,118,0,0,0,118,118,0,109,18,0,0,18,0,91,0,0,0,91,91,0
