GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19
Id,Id2,Geography,Estimate; Total:,Estimate; Male:,Estimate; Male: - Never married,Estimate; Male: - Now married:,Estimate; Male: - Now married: - Married spouse present,Estimate; Male: - Now married: - Married spouse absent:,Estimate; Male: - Now married: - Married spouse absent: - Separated,Estimate; Male: - Now married: - Married spouse absent: - Other,Estimate; Male: - Widowed,Estimate; Male: - Divorced,Estimate; Female:,Estimate; Female: - Never married,Estimate; Female: - Now married:,Estimate; Female: - Now married: - Married spouse present,Estimate; Female: - Now married: - Married spouse absent:,Estimate; Female: - Now married: - Married spouse absent: - Separated,Estimate; Female: - Now married: - Married spouse absent: - Other,Estimate; Female: - Widowed,Estimate; Female: - Divorced
1500000US130670304124,1.31E+11,Block Group 4 Census Tract 304.12 Cobb County Georgia,120,18,18,0,0,0,0,0,0,0,102,84,0,0,0,0,0,0,18
1500000US130670304131,1.31E+11,Block Group 1 Census Tract 304.13 Cobb County Georgia,1602,842,419,321,247,74,0,74,0,102,760,351,375,246,129,84,45,0,34
1500000US130670304132,1.31E+11,Block Group 2 Census Tract 304.13 Cobb County Georgia,1258,720,432,204,156,48,0,48,0,84,538,304,177,152,25,25,0,0,57
1500000US130670304133,1.31E+11,Block Group 3 Census Tract 304.13 Cobb County Georgia,1822,977,642,279,192,87,0,87,0,56,845,354,273,189,84,31,53,43,175
1500000US130670304141,1.31E+11,Block Group 1 Census Tract 304.14 Cobb County Georgia,1577,894,424,347,210,137,102,35,0,123,683,352,228,202,26,0,26,0,103
1500000US130670304142,1.31E+11,Block Group 2 Census Tract 304.14 Cobb County Georgia,573,273,198,6,6,0,0,0,0,69,300,185,70,10,60,60,0,17,28
1500000US130670305021,1.31E+11,Block Group 1 Census Tract 305.02 Cobb County Georgia,2376,1084,240,710,661,49,49,0,44,90,1292,271,629,629,0,0,0,186,206
1500000US130670305022,1.31E+11,Block Group 2 Census Tract 305.02 Cobb County Georgia,1744,807,196,478,454,24,0,24,27,106,937,150,475,454,21,0,21,74,238
1500000US130670305023,1.31E+11,Block Group 3 Census Tract 305.02 Cobb County Georgia,1085,581,132,407,396,11,0,11,13,29,504,60,390,390,0,0,0,14,40
1500000US130670305041,1.31E+11,Block Group 1 Census Tract 305.04 Cobb County Georgia,2738,1300,344,838,816,22,22,0,0,118,1438,224,849,807,42,29,13,109,256
1500000US130670305042,1.31E+11,Block Group 2 Census Tract 305.04 Cobb County Georgia,1030,619,349,169,155,14,0,14,1,100,411,138,239,185,54,18,36,3,31
1500000US130670305043,1.31E+11,Block Group 3 Census Tract 305.04 Cobb County Georgia,1246,595,310,285,226,59,0,59,0,0,651,201,393,207,186,186,0,36,21
1500000US130670305044,1.31E+11,Block Group 4 Census Tract 305.04 Cobb County Georgia,413,114,90,24,24,0,0,0,0,0,299,136,84,21,63,40,23,21,58
1500000US130670305051,1.31E+11,Block Group 1 Census Tract 305.05 Cobb County Georgia,1422,868,549,288,251,37,0,37,0,31,554,190,275,249,26,0,26,21,68
1500000US130670305052,1.31E+11,Block Group 2 Census Tract 305.05 Cobb County Georgia,1266,689,300,132,100,32,17,15,0,257,577,222,103,95,8,0,8,86,166
1500000US130670305053,1.31E+11,Block Group 3 Census Tract 305.05 Cobb County Georgia,966,380,213,115,115,0,0,0,0,52,586,226,145,102,43,43,0,0,215
1500000US130670305054,1.31E+11,Block Group 4 Census Tract 305.05 Cobb County Georgia,1525,928,434,219,145,74,0,74,0,275,597,351,160,160,0,0,0,26,60
1500000US130670305061,1.31E+11,Block Group 1 Census Tract 305.06 Cobb County Georgia,2083,1144,427,518,473,45,0,45,27,172,939,359,486,465,21,0,21,57,37
1500000US130670305062,1.31E+11,Block Group 2 Census Tract 305.06 Cobb County Georgia,1390,725,122,468,444,24,0,24,43,92,665,85,481,439,42,42,0,46,53
1500000US130670305071,1.31E+11,Block Group 1 Census Tract 305.07 Cobb County Georgia,2505,1212,345,767,721,46,0,46,7,93,1293,252,760,728,32,0,32,61,220
1500000US130670305072,1.31E+11,Block Group 2 Census Tract 305.07 Cobb County Georgia,1441,682,120,498,488,10,0,10,30,34,759,135,482,480,2,0,2,49,93
1500000US130670306011,1.31E+11,Block Group 1 Census Tract 306.01 Cobb County Georgia,1901,843,296,428,415,13,0,13,0,119,1058,524,427,406,21,21,0,42,65
1500000US130670306012,1.31E+11,Block Group 2 Census Tract 306.01 Cobb County Georgia,1139,509,197,311,311,0,0,0,0,1,630,191,317,302,15,15,0,30,92
1500000US130670306013,1.31E+11,Block Group 3 Census Tract 306.01 Cobb County Georgia,4212,2164,1167,520,497,23,0,23,58,419,2048,1131,576,492,84,84,0,8,333
1500000US130670306021,1.31E+11,Block Group 1 Census Tract 306.02 Cobb County Georgia,2563,1102,210,791,758,33,0,33,22,79,1461,334,852,766,86,0,86,123,152
1500000US130670306022,1.31E+11,Block Group 2 Census Tract 306.02 Cobb County Georgia,334,110,45,26,0,26,7,19,20,19,224,13,16,0,16,3,13,171,24
1500000US130670306023,1.31E+11,Block Group 3 Census Tract 306.02 Cobb County Georgia,1720,853,180,562,558,4,0,4,4,107,867,161,559,551,8,0,8,80,67
1500000US130670306024,1.31E+11,Block Group 4 Census Tract 306.02 Cobb County Georgia,962,365,133,159,159,0,0,0,25,48,597,74,195,157,38,25,13,118,210
1500000US130670307001,1.31E+11,Block Group 1 Census Tract 307 Cobb County Georgia,960,476,178,213,152,61,42,19,0,85,484,244,161,131,30,30,0,0,79
1500000US130670307002,1.31E+11,Block Group 2 Census Tract 307 Cobb County Georgia,669,287,96,149,140,9,9,0,0,42,382,130,183,141,42,42,0,38,31
1500000US130670307003,1.31E+11,Block Group 3 Census Tract 307 Cobb County Georgia,669,235,124,84,84,0,0,0,7,20,434,74,101,85,16,6,10,126,133
1500000US130670307004,1.31E+11,Block Group 4 Census Tract 307 Cobb County Georgia,518,217,116,50,50,0,0,0,8,43,301,121,74,54,20,20,0,25,81
1500000US130670308001,1.31E+11,Block Group 1 Census Tract 308 Cobb County Georgia,883,487,334,107,85,22,0,22,0,46,396,198,151,93,58,26,32,9,38
1500000US130670308002,1.31E+11,Block Group 2 Census Tract 308 Cobb County Georgia,2465,1372,1123,176,94,82,0,82,0,73,1093,868,133,92,41,0,41,66,26
1500000US130670308003,1.31E+11,Block Group 3 Census Tract 308 Cobb County Georgia,944,450,172,206,151,55,38,17,9,63,494,174,162,143,19,0,19,66,92
1500000US130670309011,1.31E+11,Block Group 1 Census Tract 309.01 Cobb County Georgia,499,216,20,180,180,0,0,0,16,0,283,5,190,190,0,0,0,44,44
1500000US130670309012,1.31E+11,Block Group 2 Census Tract 309.01 Cobb County Georgia,1083,532,53,445,438,7,7,0,17,17,551,32,449,444,5,5,0,43,27
1500000US130670309013,1.31E+11,Block Group 3 Census Tract 309.01 Cobb County Georgia,1195,513,299,161,161,0,0,0,0,53,682,314,154,154,0,0,0,10,204
1500000US130670309014,1.31E+11,Block Group 4 Census Tract 309.01 Cobb County Georgia,906,376,33,290,278,12,0,12,0,53,530,23,275,275,0,0,0,57,175
1500000US130670309015,1.31E+11,Block Group 5 Census Tract 309.01 Cobb County Georgia,2019,1203,524,614,519,95,18,77,16,49,816,102,574,525,49,7,42,44,96
1500000US130670309021,1.31E+11,Block Group 1 Census Tract 309.02 Cobb County Georgia,928,461,135,269,268,1,0,1,53,4,467,144,293,264,29,29,0,29,1
1500000US130670309022,1.31E+11,Block Group 2 Census Tract 309.02 Cobb County Georgia,1934,1156,695,380,279,101,65,36,0,81,778,269,373,279,94,53,41,31,105
1500000US130670309023,1.31E+11,Block Group 3 Census Tract 309.02 Cobb County Georgia,871,425,134,277,277,0,0,0,0,14,446,132,273,273,0,0,0,29,12
1500000US130670309024,1.31E+11,Block Group 4 Census Tract 309.02 Cobb County Georgia,820,345,137,160,160,0,0,0,12,36,475,150,195,174,21,3,18,28,102
1500000US130670309041,1.31E+11,Block Group 1 Census Tract 309.04 Cobb County Georgia,1430,843,521,322,322,0,0,0,0,0,587,164,374,318,56,56,0,0,49
1500000US130670309042,1.31E+11,Block Group 2 Census Tract 309.04 Cobb County Georgia,1192,499,218,267,253,14,0,14,14,0,693,333,281,260,21,14,7,39,40
1500000US130670309043,1.31E+11,Block Group 3 Census Tract 309.04 Cobb County Georgia,1180,424,178,222,166,56,0,56,0,24,756,294,221,173,48,0,48,52,189
1500000US130670309044,1.31E+11,Block Group 4 Census Tract 309.04 Cobb County Georgia,1374,595,338,249,155,94,0,94,0,8,779,296,269,158,111,0,111,30,184
1500000US130670309051,1.31E+11,Block Group 1 Census Tract 309.05 Cobb County Georgia,2796,2305,1532,473,91,382,30,352,40,260,491,221,202,92,110,31,79,9,59
1500000US130670309052,1.31E+11,Block Group 2 Census Tract 309.05 Cobb County Georgia,554,208,63,116,101,15,0,15,9,20,346,150,107,99,8,0,8,25,64
1500000US130670309053,1.31E+11,Block Group 3 Census Tract 309.05 Cobb County Georgia,2301,1121,421,513,479,34,0,34,33,154,1180,406,484,458,26,11,15,60,230
1500000US130670309054,1.31E+11,Block Group 4 Census Tract 309.05 Cobb County Georgia,1065,575,302,243,201,42,0,42,0,30,490,84,240,197,43,24,19,60,106
1500000US130670310011,1.31E+11,Block Group 1 Census Tract 310.01 Cobb County Georgia,1224,677,346,245,155,90,77,13,19,67,547,231,196,153,43,24,19,60,60
1500000US130670310012,1.31E+11,Block Group 2 Census Tract 310.01 Cobb County Georgia,681,370,176,142,93,49,4,45,0,52,311,157,97,97,0,0,0,25,32
1500000US130670310013,1.31E+11,Block Group 3 Census Tract 310.01 Cobb County Georgia,1762,1024,567,382,316,66,32,34,8,67,738,316,373,310,63,0,63,21,28
1500000US130670310021,1.31E+11,Block Group 1 Census Tract 310.02 Cobb County Georgia,2427,1331,885,379,345,34,34,0,18,49,1096,499,399,345,54,54,0,75,123
1500000US130670310022,1.31E+11,Block Group 2 Census Tract 310.02 Cobb County Georgia,1045,414,168,193,193,0,0,0,0,53,631,326,247,187,60,33,27,10,48
1500000US130670310023,1.31E+11,Block Group 3 Census Tract 310.02 Cobb County Georgia,1441,699,225,414,349,65,22,43,0,60,742,214,383,342,41,28,13,51,94
1500000US130670310024,1.31E+11,Block Group 4 Census Tract 310.02 Cobb County Georgia,1524,617,253,294,257,37,20,17,17,53,907,320,337,247,90,31,59,72,178
1500000US130670310041,1.31E+11,Block Group 1 Census Tract 310.04 Cobb County Georgia,2096,1084,488,528,429,99,70,29,0,68,1012,326,510,417,93,70,23,28,148
1500000US130670310042,1.31E+11,Block Group 2 Census Tract 310.04 Cobb County Georgia,884,328,22,306,225,81,0,81,0,0,556,252,227,227,0,0,0,0,77
1500000US130670310043,1.31E+11,Block Group 3 Census Tract 310.04 Cobb County Georgia,1568,765,371,323,269,54,12,42,10,61,803,270,359,251,108,58,50,23,151
1500000US130670310044,1.31E+11,Block Group 4 Census Tract 310.04 Cobb County Georgia,1015,454,265,131,119,12,12,0,0,58,561,288,222,122,100,78,22,38,13
1500000US130670310051,1.31E+11,Block Group 1 Census Tract 310.05 Cobb County Georgia,2235,1148,554,508,456,52,24,28,41,45,1087,392,534,454,80,41,39,77,84
1500000US130670310052,1.31E+11,Block Group 2 Census Tract 310.05 Cobb County Georgia,1971,867,364,431,337,94,53,41,33,39,1104,368,454,339,115,35,80,86,196
1500000US130670311011,1.31E+11,Block Group 1 Census Tract 311.01 Cobb County Georgia,1531,817,410,329,248,81,37,44,0,78,714,159,376,245,131,72,59,27,152
1500000US130670311012,1.31E+11,Block Group 2 Census Tract 311.01 Cobb County Georgia,765,405,184,194,194,0,0,0,0,27,360,104,226,196,30,0,30,1,29
1500000US130670311013,1.31E+11,Block Group 3 Census Tract 311.01 Cobb County Georgia,942,405,207,181,144,37,30,7,17,0,537,165,196,149,47,47,0,32,144
1500000US130670311061,1.31E+11,Block Group 1 Census Tract 311.06 Cobb County Georgia,1145,526,191,210,181,29,8,21,0,125,619,221,195,181,14,14,0,57,146
1500000US130670311062,1.31E+11,Block Group 2 Census Tract 311.06 Cobb County Georgia,1912,1092,320,637,570,67,0,67,0,135,820,117,555,545,10,10,0,77,71
1500000US130670311063,1.31E+11,Block Group 3 Census Tract 311.06 Cobb County Georgia,1607,738,261,325,311,14,0,14,15,137,869,268,383,302,81,81,0,65,153
1500000US130670311064,1.31E+11,Block Group 4 Census Tract 311.06 Cobb County Georgia,1750,959,410,437,351,86,0,86,0,112,791,187,436,355,81,32,49,80,88
1500000US130670311081,1.31E+11,Block Group 1 Census Tract 311.08 Cobb County Georgia,373,159,74,85,85,0,0,0,0,0,214,105,84,84,0,0,0,16,9
1500000US130670311082,1.31E+11,Block Group 2 Census Tract 311.08 Cobb County Georgia,521,215,50,157,157,0,0,0,0,8,306,109,162,162,0,0,0,0,35
1500000US130670311083,1.31E+11,Block Group 3 Census Tract 311.08 Cobb County Georgia,2383,995,550,316,293,23,0,23,0,129,1388,697,391,291,100,73,27,51,249
1500000US130670311084,1.31E+11,Block Group 4 Census Tract 311.08 Cobb County Georgia,1048,573,281,173,126,47,43,4,21,98,475,177,162,127,35,35,0,14,122
1500000US130670311101,1.31E+11,Block Group 1 Census Tract 311.10 Cobb County Georgia,1713,824,414,352,286,66,33,33,9,49,889,496,288,271,17,17,0,21,84
1500000US130670311102,1.31E+11,Block Group 2 Census Tract 311.10 Cobb County Georgia,1143,583,120,351,351,0,0,0,0,112,560,30,354,354,0,0,0,54,122
1500000US130670311111,1.31E+11,Block Group 1 Census Tract 311.11 Cobb County Georgia,1758,686,253,345,345,0,0,0,13,75,1072,375,412,337,75,36,39,26,259
1500000US130670311112,1.31E+11,Block Group 2 Census Tract 311.11 Cobb County Georgia,1108,489,134,301,285,16,15,1,1,53,619,158,306,289,17,8,9,49,106
1500000US130670311121,1.31E+11,Block Group 1 Census Tract 311.12 Cobb County Georgia,672,276,85,179,179,0,0,0,0,12,396,60,202,172,30,30,0,90,44
1500000US130670311122,1.31E+11,Block Group 2 Census Tract 311.12 Cobb County Georgia,1766,721,177,393,376,17,0,17,0,151,1045,480,422,354,68,0,68,69,74
1500000US130670311123,1.31E+11,Block Group 3 Census Tract 311.12 Cobb County Georgia,1713,833,135,644,635,9,0,9,0,54,880,80,620,620,0,0,0,38,142
1500000US130670311131,1.31E+11,Block Group 1 Census Tract 311.13 Cobb County Georgia,723,389,203,113,72,41,27,14,0,73,334,166,95,80,15,0,15,0,73
1500000US130670311141,1.31E+11,Block Group 1 Census Tract 311.14 Cobb County Georgia,3102,1575,909,578,463,115,23,92,0,88,1527,648,584,453,131,83,48,73,222
1500000US130670311142,1.31E+11,Block Group 2 Census Tract 311.14 Cobb County Georgia,1685,816,463,270,225,45,0,45,0,83,869,472,258,237,21,0,21,15,124
1500000US130670311143,1.31E+11,Block Group 3 Census Tract 311.14 Cobb County Georgia,1346,657,377,237,190,47,0,47,0,43,689,339,211,179,32,0,32,0,139
1500000US130670311144,1.31E+11,Block Group 4 Census Tract 311.14 Cobb County Georgia,464,190,135,55,55,0,0,0,0,0,274,134,101,55,46,46,0,0,39
1500000US130670311151,1.31E+11,Block Group 1 Census Tract 311.15 Cobb County Georgia,1159,552,212,267,229,38,0,38,0,73,607,223,236,213,23,6,17,28,120
1500000US130670311152,1.31E+11,Block Group 2 Census Tract 311.15 Cobb County Georgia,2086,738,230,355,354,1,1,0,0,153,1348,426,372,355,17,17,0,207,343
1500000US130670311161,1.31E+11,Block Group 1 Census Tract 311.16 Cobb County Georgia,2359,1007,504,419,338,81,17,64,51,33,1352,644,354,354,0,0,0,137,217
1500000US130670311162,1.31E+11,Block Group 2 Census Tract 311.16 Cobb County Georgia,809,346,78,249,181,68,68,0,0,19,463,126,207,171,36,32,4,46,84
1500000US130670311163,1.31E+11,Block Group 3 Census Tract 311.16 Cobb County Georgia,293,151,41,109,75,34,0,34,0,1,142,53,76,76,0,0,0,13,0
1500000US130670311171,1.31E+11,Block Group 1 Census Tract 311.17 Cobb County Georgia,1678,811,231,541,480,61,0,61,0,39,867,266,462,462,0,0,0,14,125
1500000US130670311172,1.31E+11,Block Group 2 Census Tract 311.17 Cobb County Georgia,1451,656,155,479,464,15,0,15,16,6,795,160,470,469,1,1,0,62,103
1500000US130670311173,1.31E+11,Block Group 3 Census Tract 311.17 Cobb County Georgia,691,317,64,205,153,52,0,52,15,33,374,64,151,151,0,0,0,111,48
1500000US130670311181,1.31E+11,Block Group 1 Census Tract 311.18 Cobb County Georgia,843,464,138,215,204,11,11,0,0,111,379,120,196,196,0,0,0,5,58
1500000US130670311182,1.31E+11,Block Group 2 Census Tract 311.18 Cobb County Georgia,1674,842,103,602,563,39,0,39,37,100,832,56,557,552,5,0,5,138,81
1500000US130670311183,1.31E+11,Block Group 3 Census Tract 311.18 Cobb County Georgia,1704,663,342,240,234,6,6,0,11,70,1041,492,237,229,8,8,0,114,198
1500000US130670312051,1.31E+11,Block Group 1 Census Tract 312.05 Cobb County Georgia,1560,569,239,284,268,16,0,16,0,46,991,522,266,266,0,0,0,63,140
1500000US130670312052,1.31E+11,Block Group 2 Census Tract 312.05 Cobb County Georgia,1686,733,310,379,354,25,13,12,0,44,953,408,336,336,0,0,0,46,163
1500000US130670312053,1.31E+11,Block Group 3 Census Tract 312.05 Cobb County Georgia,1522,611,154,335,304,31,11,20,0,122,911,337,363,290,73,56,17,90,121
1500000US130670312061,1.31E+11,Block Group 1 Census Tract 312.06 Cobb County Georgia,3841,1894,482,1157,1157,0,0,0,93,162,1947,457,1221,1153,68,16,52,19,250
1500000US130670312062,1.31E+11,Block Group 2 Census Tract 312.06 Cobb County Georgia,564,156,30,38,0,38,38,0,0,88,408,284,0,0,0,0,0,0,124
1500000US130670312063,1.31E+11,Block Group 3 Census Tract 312.06 Cobb County Georgia,3418,1507,705,705,630,75,57,18,0,97,1911,652,819,623,196,82,114,111,329
1500000US130670312071,1.31E+11,Block Group 1 Census Tract 312.07 Cobb County Georgia,846,349,52,196,196,0,0,0,0,101,497,232,208,208,0,0,0,23,34
1500000US130670312072,1.31E+11,Block Group 2 Census Tract 312.07 Cobb County Georgia,1606,653,259,196,144,52,38,14,22,176,953,652,140,140,0,0,0,0,161
1500000US130670312073,1.31E+11,Block Group 3 Census Tract 312.07 Cobb County Georgia,558,209,80,129,110,19,0,19,0,0,349,175,112,112,0,0,0,0,62
1500000US130670312081,1.31E+11,Block Group 1 Census Tract 312.08 Cobb County Georgia,514,344,100,129,88,41,41,0,0,115,170,87,83,83,0,0,0,0,0
1500000US130670312082,1.31E+11,Block Group 2 Census Tract 312.08 Cobb County Georgia,1804,899,307,575,523,52,0,52,0,17,905,171,607,571,36,36,0,15,112
1500000US130670312083,1.31E+11,Block Group 3 Census Tract 312.08 Cobb County Georgia,3146,1460,742,605,573,32,21,11,15,98,1686,817,610,595,15,15,0,0,259
1500000US130670312091,1.31E+11,Block Group 1 Census Tract 312.09 Cobb County Georgia,2301,1015,135,826,773,53,43,10,12,42,1286,334,813,788,25,13,12,49,90
1500000US130670312092,1.31E+11,Block Group 2 Census Tract 312.09 Cobb County Georgia,1046,485,109,355,355,0,0,0,0,21,561,37,375,355,20,9,11,7,142
1500000US130670312111,1.31E+11,Block Group 1 Census Tract 312.11 Cobb County Georgia,475,182,121,61,61,0,0,0,0,0,293,178,95,61,34,11,23,0,20
1500000US130670312112,1.31E+11,Block Group 2 Census Tract 312.11 Cobb County Georgia,2702,1186,687,437,355,82,55,27,0,62,1516,875,363,341,22,22,0,64,214
1500000US130670312113,1.31E+11,Block Group 3 Census Tract 312.11 Cobb County Georgia,688,478,380,98,98,0,0,0,0,0,210,113,97,97,0,0,0,0,0
1500000US130670312121,1.31E+11,Block Group 1 Census Tract 312.12 Cobb County Georgia,2060,1045,278,715,710,5,0,5,0,52,1015,124,722,715,7,0,7,86,83
1500000US130670313061,1.31E+11,Block Group 1 Census Tract 313.06 Cobb County Georgia,1987,1010,510,394,351,43,9,34,50,56,977,319,408,349,59,48,11,65,185
1500000US130670313062,1.31E+11,Block Group 2 Census Tract 313.06 Cobb County Georgia,1450,703,189,343,312,31,0,31,18,153,747,207,365,303,62,37,25,124,51
1500000US130670313071,1.31E+11,Block Group 1 Census Tract 313.07 Cobb County Georgia,873,448,75,319,239,80,80,0,0,54,425,92,253,236,17,17,0,69,11
1500000US130670313072,1.31E+11,Block Group 2 Census Tract 313.07 Cobb County Georgia,1920,930,386,382,382,0,0,0,47,115,990,333,471,392,79,57,22,33,153
1500000US130670313073,1.31E+11,Block Group 3 Census Tract 313.07 Cobb County Georgia,1890,914,222,574,560,14,14,0,79,39,976,358,578,565,13,13,0,10,30
1500000US130670313081,1.31E+11,Block Group 1 Census Tract 313.08 Cobb County Georgia,760,316,81,189,189,0,0,0,20,26,444,95,208,182,26,15,11,69,72
1500000US130670313082,1.31E+11,Block Group 2 Census Tract 313.08 Cobb County Georgia,1664,870,302,422,272,150,13,137,53,93,794,281,385,268,117,32,85,62,66
1500000US130670313083,1.31E+11,Block Group 3 Census Tract 313.08 Cobb County Georgia,1793,755,256,385,351,34,13,21,10,104,1038,385,386,347,39,0,39,89,178
1500000US130670313091,1.31E+11,Block Group 1 Census Tract 313.09 Cobb County Georgia,853,405,157,185,151,34,0,34,0,63,448,92,178,149,29,0,29,73,105
1500000US130670313092,1.31E+11,Block Group 2 Census Tract 313.09 Cobb County Georgia,1457,639,201,379,371,8,0,8,0,59,818,158,404,368,36,36,0,49,207
1500000US130670313093,1.31E+11,Block Group 3 Census Tract 313.09 Cobb County Georgia,2104,1011,407,488,394,94,66,28,11,105,1093,428,489,392,97,30,67,38,138
1500000US130670313094,1.31E+11,Block Group 4 Census Tract 313.09 Cobb County Georgia,1676,689,299,307,289,18,0,18,0,83,987,385,312,283,29,29,0,49,241
1500000US130670313101,1.31E+11,Block Group 1 Census Tract 313.10 Cobb County Georgia,1158,255,87,103,103,0,0,0,0,65,903,447,171,102,69,56,13,101,184
1500000US130670313102,1.31E+11,Block Group 2 Census Tract 313.10 Cobb County Georgia,2018,952,387,447,361,86,86,0,23,95,1066,513,405,348,57,57,0,31,117
1500000US130670313103,1.31E+11,Block Group 3 Census Tract 313.10 Cobb County Georgia,1601,534,302,232,92,140,55,85,0,0,1067,656,195,93,102,102,0,74,142
1500000US130670313111,1.31E+11,Block Group 1 Census Tract 313.11 Cobb County Georgia,2711,1124,524,600,591,9,0,9,0,0,1587,622,593,548,45,0,45,76,296
1500000US130670313112,1.31E+11,Block Group 2 Census Tract 313.11 Cobb County Georgia,2160,1152,620,483,315,168,49,119,35,14,1008,512,392,320,72,41,31,8,96
1500000US130670313113,1.31E+11,Block Group 3 Census Tract 313.11 Cobb County Georgia,1991,1042,457,461,266,195,131,64,0,124,949,406,376,264,112,99,13,33,134
1500000US130670313121,1.31E+11,Block Group 1 Census Tract 313.12 Cobb County Georgia,807,265,105,148,126,22,0,22,12,0,542,242,173,128,45,19,26,46,81
1500000US130670313122,1.31E+11,Block Group 2 Census Tract 313.12 Cobb County Georgia,445,178,35,143,142,1,1,0,0,0,267,52,186,138,48,0,48,16,13
1500000US130670313123,1.31E+11,Block Group 3 Census Tract 313.12 Cobb County Georgia,3795,1761,653,982,774,208,155,53,28,98,2034,890,936,759,177,45,132,47,161
1500000US130670313124,1.31E+11,Block Group 4 Census Tract 313.12 Cobb County Georgia,2070,879,240,417,417,0,0,0,0,222,1191,512,411,411,0,0,0,29,239
1500000US130670313131,1.31E+11,Block Group 1 Census Tract 313.13 Cobb County Georgia,5277,2431,515,1793,1689,104,53,51,16,107,2846,576,1840,1717,123,11,112,79,351
1500000US130670313132,1.31E+11,Block Group 2 Census Tract 313.13 Cobb County Georgia,2292,1054,240,694,540,154,37,117,26,94,1238,405,660,546,114,90,24,14,159
1500000US130670314041,1.31E+11,Block Group 1 Census Tract 314.04 Cobb County Georgia,843,355,72,184,159,25,0,25,70,29,488,207,168,158,10,0,10,41,72
1500000US130670314042,1.31E+11,Block Group 2 Census Tract 314.04 Cobb County Georgia,2242,1003,200,776,649,127,14,113,0,27,1239,228,697,627,70,0,70,85,229
1500000US130670314043,1.31E+11,Block Group 3 Census Tract 314.04 Cobb County Georgia,1151,531,127,322,293,29,0,29,41,41,620,281,311,278,33,17,16,0,28
1500000US130670314044,1.31E+11,Block Group 4 Census Tract 314.04 Cobb County Georgia,524,342,196,143,69,74,0,74,0,3,182,48,87,69,18,18,0,15,32
1500000US130670314051,1.31E+11,Block Group 1 Census Tract 314.05 Cobb County Georgia,1674,918,516,325,318,7,0,7,77,0,756,359,364,309,55,38,17,0,33
1500000US130670314052,1.31E+11,Block Group 2 Census Tract 314.05 Cobb County Georgia,2432,1263,543,628,583,45,0,45,17,75,1169,285,662,577,85,35,50,75,147
1500000US130670314053,1.31E+11,Block Group 3 Census Tract 314.05 Cobb County Georgia,813,334,64,226,192,34,0,34,0,44,479,115,284,146,138,91,47,8,72
1500000US130670314054,1.31E+11,Block Group 4 Census Tract 314.05 Cobb County Georgia,911,413,173,240,240,0,0,0,0,0,498,193,238,232,6,0,6,31,36
1500000US130670314055,1.31E+11,Block Group 5 Census Tract 314.05 Cobb County Georgia,1064,503,116,381,329,52,48,4,3,3,561,184,326,313,13,13,0,41,10
1500000US130670314061,1.31E+11,Block Group 1 Census Tract 314.06 Cobb County Georgia,1210,452,116,316,295,21,0,21,13,7,758,405,303,283,20,20,0,26,24
1500000US130670314062,1.31E+11,Block Group 2 Census Tract 314.06 Cobb County Georgia,2068,853,312,477,373,104,39,65,46,18,1215,339,418,353,65,47,18,233,225
1500000US130670314063,1.31E+11,Block Group 3 Census Tract 314.06 Cobb County Georgia,2240,751,254,412,368,44,17,27,28,57,1489,499,508,355,153,108,45,125,357
1500000US130670314081,1.31E+11,Block Group 1 Census Tract 314.08 Cobb County Georgia,881,444,199,218,157,61,38,23,0,27,437,195,160,160,0,0,0,32,50
1500000US130670314082,1.31E+11,Block Group 2 Census Tract 314.08 Cobb County Georgia,3062,1347,316,861,643,218,170,48,33,137,1715,548,803,650,153,65,88,128,236
1500000US130670314083,1.31E+11,Block Group 3 Census Tract 314.08 Cobb County Georgia,745,255,45,184,162,22,0,22,0,26,490,100,202,164,38,38,0,125,63
1500000US130670314091,1.31E+11,Block Group 1 Census Tract 314.09 Cobb County Georgia,2210,1224,388,624,562,62,0,62,94,118,986,232,599,558,41,10,31,64,91
1500000US130670314092,1.31E+11,Block Group 2 Census Tract 314.09 Cobb County Georgia,1819,859,316,480,419,61,61,0,0,63,960,229,525,407,118,81,37,72,134
1500000US130670315031,1.31E+11,Block Group 1 Census Tract 315.03 Cobb County Georgia,1067,453,128,267,267,0,0,0,0,58,614,152,274,258,16,16,0,152,36
1500000US130670315032,1.31E+11,Block Group 2 Census Tract 315.03 Cobb County Georgia,2693,1268,485,606,536,70,0,70,139,38,1425,457,651,537,114,87,27,68,249
1500000US130670315033,1.31E+11,Block Group 3 Census Tract 315.03 Cobb County Georgia,2096,920,263,555,461,94,32,62,0,102,1176,402,615,458,157,74,83,48,111
1500000US130670315034,1.31E+11,Block Group 4 Census Tract 315.03 Cobb County Georgia,1216,599,223,272,272,0,0,0,66,38,617,165,291,272,19,0,19,60,101
1500000US130670315051,1.31E+11,Block Group 1 Census Tract 315.05 Cobb County Georgia,1964,832,299,431,397,34,19,15,26,76,1132,337,512,408,104,104,0,133,150
1500000US130670315052,1.31E+11,Block Group 2 Census Tract 315.05 Cobb County Georgia,862,421,107,278,268,10,10,0,0,36,441,111,265,265,0,0,0,0,65
