GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - English only,Estimate; Total: - Spanish:,Estimate; Total: - Spanish: - Limited English speaking household,Estimate; Total: - Spanish: - Not a limited English speaking household,Estimate; Total: - Other Indo-European languages:,Estimate; Total: - Other Indo-European languages: - Limited English speaking household,Estimate; Total: - Other Indo-European languages: - Not a limited English speaking household,Estimate; Total: - Asian and Pacific Island languages:,Estimate; Total: - Asian and Pacific Island languages: - Limited English speaking household,Estimate; Total: - Asian and Pacific Island languages: - Not a limited English speaking household,Estimate; Total: - Other languages:,Estimate; Total: - Other languages: - Limited English speaking household,Estimate; Total: - Other languages: - Not a limited English speaking household
1500000US130670304133,1.31E+11,Block Group 3 Census Tract 304.13 Cobb County Georgia,836,463,150,0,150,206,85,121,17,0,17,0,0,0
1500000US130670304141,1.31E+11,Block Group 1 Census Tract 304.14 Cobb County Georgia,903,593,131,39,92,74,11,63,9,0,9,96,27,69
1500000US130670304142,1.31E+11,Block Group 2 Census Tract 304.14 Cobb County Georgia,290,226,33,0,33,0,0,0,6,0,6,25,0,25
1500000US130670305021,1.31E+11,Block Group 1 Census Tract 305.02 Cobb County Georgia,1157,929,134,0,134,64,0,64,30,0,30,0,0,0
1500000US130670305022,1.31E+11,Block Group 2 Census Tract 305.02 Cobb County Georgia,863,702,0,0,0,25,0,25,63,0,63,73,0,73
1500000US130670305023,1.31E+11,Block Group 3 Census Tract 305.02 Cobb County Georgia,503,425,38,0,38,40,5,35,0,0,0,0,0,0
1500000US130670305041,1.31E+11,Block Group 1 Census Tract 305.04 Cobb County Georgia,1318,942,72,0,72,78,23,55,147,22,125,79,0,79
1500000US130670305042,1.31E+11,Block Group 2 Census Tract 305.04 Cobb County Georgia,381,321,29,0,29,31,0,31,0,0,0,0,0,0
1500000US130670305043,1.31E+11,Block Group 3 Census Tract 305.04 Cobb County Georgia,471,160,311,235,76,0,0,0,0,0,0,0,0,0
1500000US130670305044,1.31E+11,Block Group 4 Census Tract 305.04 Cobb County Georgia,217,217,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130670305051,1.31E+11,Block Group 1 Census Tract 305.05 Cobb County Georgia,706,514,98,30,68,67,0,67,27,0,27,0,0,0
1500000US130670305052,1.31E+11,Block Group 2 Census Tract 305.05 Cobb County Georgia,830,666,65,37,28,56,0,56,13,0,13,30,0,30
1500000US130670305053,1.31E+11,Block Group 3 Census Tract 305.05 Cobb County Georgia,568,375,68,0,68,79,11,68,0,0,0,46,0,46
1500000US130670305054,1.31E+11,Block Group 4 Census Tract 305.05 Cobb County Georgia,736,322,197,108,89,136,12,124,60,0,60,21,0,21
1500000US130670305061,1.31E+11,Block Group 1 Census Tract 305.06 Cobb County Georgia,1095,810,141,41,100,88,43,45,34,8,26,22,0,22
1500000US130670305062,1.31E+11,Block Group 2 Census Tract 305.06 Cobb County Georgia,729,515,107,0,107,84,0,84,0,0,0,23,0,23
1500000US130670305071,1.31E+11,Block Group 1 Census Tract 305.07 Cobb County Georgia,1187,943,141,21,120,52,12,40,51,35,16,0,0,0
1500000US130670305072,1.31E+11,Block Group 2 Census Tract 305.07 Cobb County Georgia,679,584,33,0,33,32,0,32,30,21,9,0,0,0
1500000US130670306011,1.31E+11,Block Group 1 Census Tract 306.01 Cobb County Georgia,1128,756,169,0,169,120,23,97,13,13,0,70,70,0
1500000US130670306012,1.31E+11,Block Group 2 Census Tract 306.01 Cobb County Georgia,683,474,25,0,25,18,0,18,166,0,166,0,0,0
1500000US130670306013,1.31E+11,Block Group 3 Census Tract 306.01 Cobb County Georgia,2452,2020,246,0,246,143,7,136,8,8,0,35,0,35
1500000US130670306021,1.31E+11,Block Group 1 Census Tract 306.02 Cobb County Georgia,1190,1140,14,0,14,25,0,25,11,0,11,0,0,0
1500000US130670306022,1.31E+11,Block Group 2 Census Tract 306.02 Cobb County Georgia,126,92,0,0,0,34,0,34,0,0,0,0,0,0
1500000US130670306023,1.31E+11,Block Group 3 Census Tract 306.02 Cobb County Georgia,927,814,79,0,79,22,0,22,0,0,0,12,0,12
1500000US130670306024,1.31E+11,Block Group 4 Census Tract 306.02 Cobb County Georgia,651,526,28,0,28,83,0,83,0,0,0,14,0,14
1500000US130670307001,1.31E+11,Block Group 1 Census Tract 307 Cobb County Georgia,490,319,171,64,107,0,0,0,0,0,0,0,0,0
1500000US130670307002,1.31E+11,Block Group 2 Census Tract 307 Cobb County Georgia,361,328,8,0,8,19,14,5,6,0,6,0,0,0
1500000US130670307003,1.31E+11,Block Group 3 Census Tract 307 Cobb County Georgia,386,343,16,0,16,19,9,10,0,0,0,8,0,8
1500000US130670307004,1.31E+11,Block Group 4 Census Tract 307 Cobb County Georgia,281,253,28,0,28,0,0,0,0,0,0,0,0,0
1500000US130670308001,1.31E+11,Block Group 1 Census Tract 308 Cobb County Georgia,445,288,142,86,56,0,0,0,15,15,0,0,0,0
1500000US130670308002,1.31E+11,Block Group 2 Census Tract 308 Cobb County Georgia,453,94,278,164,114,0,0,0,68,32,36,13,0,13
1500000US130670308003,1.31E+11,Block Group 3 Census Tract 308 Cobb County Georgia,554,488,56,34,22,10,0,10,0,0,0,0,0,0
1500000US130670309011,1.31E+11,Block Group 1 Census Tract 309.01 Cobb County Georgia,286,270,0,0,0,16,0,16,0,0,0,0,0,0
1500000US130670309012,1.31E+11,Block Group 2 Census Tract 309.01 Cobb County Georgia,510,439,17,0,17,54,0,54,0,0,0,0,0,0
1500000US130670309013,1.31E+11,Block Group 3 Census Tract 309.01 Cobb County Georgia,488,425,0,0,0,48,0,48,15,0,15,0,0,0
1500000US130670309014,1.31E+11,Block Group 4 Census Tract 309.01 Cobb County Georgia,541,530,0,0,0,11,0,11,0,0,0,0,0,0
1500000US130670309015,1.31E+11,Block Group 5 Census Tract 309.01 Cobb County Georgia,1139,960,134,77,57,28,0,28,0,0,0,17,0,17
1500000US130670309021,1.31E+11,Block Group 1 Census Tract 309.02 Cobb County Georgia,429,286,143,74,69,0,0,0,0,0,0,0,0,0
1500000US130670309022,1.31E+11,Block Group 2 Census Tract 309.02 Cobb County Georgia,929,509,379,241,138,10,0,10,31,19,12,0,0,0
1500000US130670309023,1.31E+11,Block Group 3 Census Tract 309.02 Cobb County Georgia,420,407,13,0,13,0,0,0,0,0,0,0,0,0
1500000US130670309024,1.31E+11,Block Group 4 Census Tract 309.02 Cobb County Georgia,426,359,67,27,40,0,0,0,0,0,0,0,0,0
1500000US130670309041,1.31E+11,Block Group 1 Census Tract 309.04 Cobb County Georgia,439,271,168,74,94,0,0,0,0,0,0,0,0,0
1500000US130670309042,1.31E+11,Block Group 2 Census Tract 309.04 Cobb County Georgia,603,469,38,0,38,68,0,68,28,0,28,0,0,0
1500000US130670309043,1.31E+11,Block Group 3 Census Tract 309.04 Cobb County Georgia,494,239,202,52,150,16,0,16,7,7,0,30,0,30
1500000US130670309044,1.31E+11,Block Group 4 Census Tract 309.04 Cobb County Georgia,590,383,182,40,142,15,0,15,10,0,10,0,0,0
1500000US130670309051,1.31E+11,Block Group 1 Census Tract 309.05 Cobb County Georgia,162,113,6,6,0,43,0,43,0,0,0,0,0,0
1500000US130670309052,1.31E+11,Block Group 2 Census Tract 309.05 Cobb County Georgia,291,242,37,0,37,12,0,12,0,0,0,0,0,0
1500000US130670309053,1.31E+11,Block Group 3 Census Tract 309.05 Cobb County Georgia,1019,716,287,52,235,10,0,10,0,0,0,6,0,6
1500000US130670309054,1.31E+11,Block Group 4 Census Tract 309.05 Cobb County Georgia,352,222,67,13,54,7,0,7,20,10,10,36,0,36
1500000US130670310011,1.31E+11,Block Group 1 Census Tract 310.01 Cobb County Georgia,499,261,211,112,99,0,0,0,0,0,0,27,0,27
1500000US130670310012,1.31E+11,Block Group 2 Census Tract 310.01 Cobb County Georgia,402,314,83,27,56,0,0,0,0,0,0,5,0,5
1500000US130670310013,1.31E+11,Block Group 3 Census Tract 310.01 Cobb County Georgia,789,381,351,235,116,43,0,43,0,0,0,14,0,14
1500000US130670310021,1.31E+11,Block Group 1 Census Tract 310.02 Cobb County Georgia,1055,567,449,249,200,15,0,15,0,0,0,24,24,0
1500000US130670310022,1.31E+11,Block Group 2 Census Tract 310.02 Cobb County Georgia,503,217,173,40,133,113,43,70,0,0,0,0,0,0
1500000US130670310023,1.31E+11,Block Group 3 Census Tract 310.02 Cobb County Georgia,698,476,179,67,112,26,0,26,0,0,0,17,17,0
1500000US130670310024,1.31E+11,Block Group 4 Census Tract 310.02 Cobb County Georgia,755,602,73,0,73,51,20,31,15,0,15,14,0,14
1500000US130670310041,1.31E+11,Block Group 1 Census Tract 310.04 Cobb County Georgia,797,450,322,90,232,13,0,13,0,0,0,12,0,12
1500000US130670310042,1.31E+11,Block Group 2 Census Tract 310.04 Cobb County Georgia,442,175,120,24,96,86,0,86,47,16,31,14,0,14
1500000US130670310043,1.31E+11,Block Group 3 Census Tract 310.04 Cobb County Georgia,686,469,152,27,125,40,0,40,16,16,0,9,0,9
1500000US130670310044,1.31E+11,Block Group 4 Census Tract 310.04 Cobb County Georgia,501,478,0,0,0,23,0,23,0,0,0,0,0,0
1500000US130670310051,1.31E+11,Block Group 1 Census Tract 310.05 Cobb County Georgia,900,600,216,97,119,34,0,34,50,0,50,0,0,0
1500000US130670310052,1.31E+11,Block Group 2 Census Tract 310.05 Cobb County Georgia,755,371,275,63,212,43,12,31,50,23,27,16,0,16
1500000US130670311011,1.31E+11,Block Group 1 Census Tract 311.01 Cobb County Georgia,774,515,174,66,108,35,0,35,34,0,34,16,0,16
1500000US130670311012,1.31E+11,Block Group 2 Census Tract 311.01 Cobb County Georgia,363,258,84,25,59,21,0,21,0,0,0,0,0,0
1500000US130670311013,1.31E+11,Block Group 3 Census Tract 311.01 Cobb County Georgia,576,477,79,23,56,20,0,20,0,0,0,0,0,0
1500000US130670311061,1.31E+11,Block Group 1 Census Tract 311.06 Cobb County Georgia,421,337,19,10,9,15,15,0,0,0,0,50,0,50
1500000US130670311062,1.31E+11,Block Group 2 Census Tract 311.06 Cobb County Georgia,934,654,153,73,80,98,0,98,29,3,26,0,0,0
1500000US130670311063,1.31E+11,Block Group 3 Census Tract 311.06 Cobb County Georgia,790,540,116,64,52,89,0,89,9,9,0,36,0,36
1500000US130670311064,1.31E+11,Block Group 4 Census Tract 311.06 Cobb County Georgia,780,549,132,18,114,68,0,68,18,0,18,13,0,13
1500000US130670311081,1.31E+11,Block Group 1 Census Tract 311.08 Cobb County Georgia,167,160,0,0,0,7,0,7,0,0,0,0,0,0
1500000US130670311082,1.31E+11,Block Group 2 Census Tract 311.08 Cobb County Georgia,313,268,11,11,0,34,0,34,0,0,0,0,0,0
1500000US130670311083,1.31E+11,Block Group 3 Census Tract 311.08 Cobb County Georgia,1579,1239,154,0,154,128,64,64,43,43,0,15,0,15
1500000US130670311084,1.31E+11,Block Group 4 Census Tract 311.08 Cobb County Georgia,623,557,66,28,38,0,0,0,0,0,0,0,0,0
1500000US130670311101,1.31E+11,Block Group 1 Census Tract 311.10 Cobb County Georgia,874,548,267,77,190,33,13,20,26,0,26,0,0,0
1500000US130670311102,1.31E+11,Block Group 2 Census Tract 311.10 Cobb County Georgia,546,513,33,0,33,0,0,0,0,0,0,0,0,0
1500000US130670311111,1.31E+11,Block Group 1 Census Tract 311.11 Cobb County Georgia,1137,1004,57,0,57,14,0,14,62,0,62,0,0,0
1500000US130670311112,1.31E+11,Block Group 2 Census Tract 311.11 Cobb County Georgia,598,452,53,0,53,47,8,39,46,13,33,0,0,0
1500000US130670311121,1.31E+11,Block Group 1 Census Tract 311.12 Cobb County Georgia,362,336,15,0,15,11,0,11,0,0,0,0,0,0
1500000US130670311122,1.31E+11,Block Group 2 Census Tract 311.12 Cobb County Georgia,971,743,135,0,135,93,16,77,0,0,0,0,0,0
1500000US130670311123,1.31E+11,Block Group 3 Census Tract 311.12 Cobb County Georgia,907,723,43,0,43,101,9,92,11,0,11,29,0,29
1500000US130670311131,1.31E+11,Block Group 1 Census Tract 311.13 Cobb County Georgia,470,283,76,53,23,63,18,45,3,0,3,45,0,45
1500000US130670311141,1.31E+11,Block Group 1 Census Tract 311.14 Cobb County Georgia,1506,1088,360,130,230,0,0,0,38,29,9,20,0,20
1500000US130670311142,1.31E+11,Block Group 2 Census Tract 311.14 Cobb County Georgia,1098,848,19,0,19,122,14,108,109,0,109,0,0,0
1500000US130670311143,1.31E+11,Block Group 3 Census Tract 311.14 Cobb County Georgia,926,643,106,14,92,107,0,107,18,0,18,52,0,52
1500000US130670311144,1.31E+11,Block Group 4 Census Tract 311.14 Cobb County Georgia,202,72,130,46,84,0,0,0,0,0,0,0,0,0
1500000US130670311151,1.31E+11,Block Group 1 Census Tract 311.15 Cobb County Georgia,579,397,172,115,57,0,0,0,10,0,10,0,0,0
1500000US130670311152,1.31E+11,Block Group 2 Census Tract 311.15 Cobb County Georgia,1023,696,216,0,216,72,0,72,39,9,30,0,0,0
1500000US130670311161,1.31E+11,Block Group 1 Census Tract 311.16 Cobb County Georgia,990,720,231,32,199,39,0,39,0,0,0,0,0,0
1500000US130670311162,1.31E+11,Block Group 2 Census Tract 311.16 Cobb County Georgia,420,179,188,94,94,40,0,40,13,0,13,0,0,0
1500000US130670311163,1.31E+11,Block Group 3 Census Tract 311.16 Cobb County Georgia,143,109,34,34,0,0,0,0,0,0,0,0,0,0
1500000US130670311171,1.31E+11,Block Group 1 Census Tract 311.17 Cobb County Georgia,800,643,76,10,66,73,0,73,8,0,8,0,0,0
1500000US130670311172,1.31E+11,Block Group 2 Census Tract 311.17 Cobb County Georgia,711,699,0,0,0,6,0,6,6,0,6,0,0,0
1500000US130670311173,1.31E+11,Block Group 3 Census Tract 311.17 Cobb County Georgia,380,375,5,0,5,0,0,0,0,0,0,0,0,0
1500000US130670311181,1.31E+11,Block Group 1 Census Tract 311.18 Cobb County Georgia,452,355,75,53,22,11,0,11,11,0,11,0,0,0
1500000US130670311182,1.31E+11,Block Group 2 Census Tract 311.18 Cobb County Georgia,787,700,0,0,0,68,0,68,19,0,19,0,0,0
1500000US130670311183,1.31E+11,Block Group 3 Census Tract 311.18 Cobb County Georgia,1021,921,73,0,73,27,27,0,0,0,0,0,0,0
1500000US130670312051,1.31E+11,Block Group 1 Census Tract 312.05 Cobb County Georgia,898,791,49,18,31,58,0,58,0,0,0,0,0,0
1500000US130670312052,1.31E+11,Block Group 2 Census Tract 312.05 Cobb County Georgia,1012,939,14,0,14,32,0,32,27,27,0,0,0,0
1500000US130670312053,1.31E+11,Block Group 3 Census Tract 312.05 Cobb County Georgia,1075,973,53,20,33,49,0,49,0,0,0,0,0,0
1500000US130670312061,1.31E+11,Block Group 1 Census Tract 312.06 Cobb County Georgia,2203,1831,51,0,51,217,0,217,104,0,104,0,0,0
1500000US130670312062,1.31E+11,Block Group 2 Census Tract 312.06 Cobb County Georgia,310,310,0,0,0,0,0,0,0,0,0,0,0,0
1500000US130670312063,1.31E+11,Block Group 3 Census Tract 312.06 Cobb County Georgia,2176,1777,91,0,91,273,83,190,0,0,0,35,0,35
1500000US130670312071,1.31E+11,Block Group 1 Census Tract 312.07 Cobb County Georgia,514,457,14,0,14,16,0,16,27,12,15,0,0,0
1500000US130670312072,1.31E+11,Block Group 2 Census Tract 312.07 Cobb County Georgia,1225,1122,47,24,23,47,0,47,9,0,9,0,0,0
1500000US130670312073,1.31E+11,Block Group 3 Census Tract 312.07 Cobb County Georgia,329,234,45,0,45,10,0,10,40,0,40,0,0,0
1500000US130670312081,1.31E+11,Block Group 1 Census Tract 312.08 Cobb County Georgia,344,305,11,0,11,28,0,28,0,0,0,0,0,0
1500000US130670312082,1.31E+11,Block Group 2 Census Tract 312.08 Cobb County Georgia,939,586,0,0,0,117,0,117,236,126,110,0,0,0
1500000US130670312083,1.31E+11,Block Group 3 Census Tract 312.08 Cobb County Georgia,1835,1279,80,0,80,150,54,96,326,105,221,0,0,0
1500000US130670312091,1.31E+11,Block Group 1 Census Tract 312.09 Cobb County Georgia,1183,986,55,0,55,67,0,67,69,29,40,6,0,6
1500000US130670312092,1.31E+11,Block Group 2 Census Tract 312.09 Cobb County Georgia,563,370,59,0,59,92,23,69,10,0,10,32,0,32
1500000US130670312111,1.31E+11,Block Group 1 Census Tract 312.11 Cobb County Georgia,301,217,34,0,34,0,0,0,25,0,25,25,0,25
1500000US130670312112,1.31E+11,Block Group 2 Census Tract 312.11 Cobb County Georgia,1788,1630,93,0,93,50,0,50,15,0,15,0,0,0
1500000US130670312113,1.31E+11,Block Group 3 Census Tract 312.11 Cobb County Georgia,347,166,78,0,78,103,0,103,0,0,0,0,0,0
1500000US130670312121,1.31E+11,Block Group 1 Census Tract 312.12 Cobb County Georgia,958,874,24,0,24,60,22,38,0,0,0,0,0,0
1500000US130670313061,1.31E+11,Block Group 1 Census Tract 313.06 Cobb County Georgia,809,717,85,0,85,7,0,7,0,0,0,0,0,0
1500000US130670313062,1.31E+11,Block Group 2 Census Tract 313.06 Cobb County Georgia,654,506,30,0,30,44,0,44,17,0,17,57,0,57
1500000US130670313071,1.31E+11,Block Group 1 Census Tract 313.07 Cobb County Georgia,428,406,4,0,4,18,0,18,0,0,0,0,0,0
1500000US130670313072,1.31E+11,Block Group 2 Census Tract 313.07 Cobb County Georgia,905,789,102,0,102,14,0,14,0,0,0,0,0,0
1500000US130670313073,1.31E+11,Block Group 3 Census Tract 313.07 Cobb County Georgia,822,769,37,0,37,16,0,16,0,0,0,0,0,0
1500000US130670313081,1.31E+11,Block Group 1 Census Tract 313.08 Cobb County Georgia,411,318,85,0,85,0,0,0,8,0,8,0,0,0
1500000US130670313082,1.31E+11,Block Group 2 Census Tract 313.08 Cobb County Georgia,654,399,176,96,80,35,0,35,0,0,0,44,0,44
1500000US130670313083,1.31E+11,Block Group 3 Census Tract 313.08 Cobb County Georgia,739,579,99,24,75,21,0,21,0,0,0,40,0,40
1500000US130670313091,1.31E+11,Block Group 1 Census Tract 313.09 Cobb County Georgia,367,257,79,0,79,0,0,0,0,0,0,31,0,31
1500000US130670313092,1.31E+11,Block Group 2 Census Tract 313.09 Cobb County Georgia,601,536,26,0,26,0,0,0,0,0,0,39,0,39
1500000US130670313093,1.31E+11,Block Group 3 Census Tract 313.09 Cobb County Georgia,885,425,336,163,173,107,0,107,0,0,0,17,0,17
1500000US130670313094,1.31E+11,Block Group 4 Census Tract 313.09 Cobb County Georgia,741,632,38,0,38,71,0,71,0,0,0,0,0,0
1500000US130670313101,1.31E+11,Block Group 1 Census Tract 313.10 Cobb County Georgia,782,685,44,0,44,20,20,0,0,0,0,33,0,33
1500000US130670313102,1.31E+11,Block Group 2 Census Tract 313.10 Cobb County Georgia,925,502,399,80,319,24,0,24,0,0,0,0,0,0
1500000US130670313103,1.31E+11,Block Group 3 Census Tract 313.10 Cobb County Georgia,848,733,97,0,97,0,0,0,18,0,18,0,0,0
1500000US130670313111,1.31E+11,Block Group 1 Census Tract 313.11 Cobb County Georgia,1337,861,324,79,245,68,0,68,0,0,0,84,0,84
1500000US130670313112,1.31E+11,Block Group 2 Census Tract 313.11 Cobb County Georgia,955,743,153,64,89,39,0,39,0,0,0,20,0,20
1500000US130670313113,1.31E+11,Block Group 3 Census Tract 313.11 Cobb County Georgia,1159,842,212,164,48,11,0,11,11,0,11,83,0,83
1500000US130670313121,1.31E+11,Block Group 1 Census Tract 313.12 Cobb County Georgia,346,268,46,26,20,19,0,19,13,13,0,0,0,0
1500000US130670313122,1.31E+11,Block Group 2 Census Tract 313.12 Cobb County Georgia,240,215,7,0,7,18,0,18,0,0,0,0,0,0
1500000US130670313123,1.31E+11,Block Group 3 Census Tract 313.12 Cobb County Georgia,1851,1488,172,65,107,21,0,21,0,0,0,170,0,170
1500000US130670313124,1.31E+11,Block Group 4 Census Tract 313.12 Cobb County Georgia,1028,770,218,88,130,18,0,18,22,0,22,0,0,0
1500000US130670313131,1.31E+11,Block Group 1 Census Tract 313.13 Cobb County Georgia,2611,2074,218,0,218,207,0,207,88,39,49,24,0,24
1500000US130670313132,1.31E+11,Block Group 2 Census Tract 313.13 Cobb County Georgia,1229,1013,78,0,78,71,18,53,0,0,0,67,0,67
1500000US130670314041,1.31E+11,Block Group 1 Census Tract 314.04 Cobb County Georgia,404,379,0,0,0,17,0,17,8,0,8,0,0,0
1500000US130670314042,1.31E+11,Block Group 2 Census Tract 314.04 Cobb County Georgia,1080,914,125,0,125,20,0,20,0,0,0,21,0,21
1500000US130670314043,1.31E+11,Block Group 3 Census Tract 314.04 Cobb County Georgia,552,471,67,42,25,14,14,0,0,0,0,0,0,0
1500000US130670314044,1.31E+11,Block Group 4 Census Tract 314.04 Cobb County Georgia,242,182,0,0,0,0,0,0,0,0,0,60,0,60
1500000US130670314051,1.31E+11,Block Group 1 Census Tract 314.05 Cobb County Georgia,561,347,121,16,105,88,0,88,0,0,0,5,0,5
1500000US130670314052,1.31E+11,Block Group 2 Census Tract 314.05 Cobb County Georgia,1143,979,44,0,44,94,0,94,14,0,14,12,0,12
1500000US130670314053,1.31E+11,Block Group 3 Census Tract 314.05 Cobb County Georgia,350,239,77,18,59,16,0,16,18,18,0,0,0,0
1500000US130670314054,1.31E+11,Block Group 4 Census Tract 314.05 Cobb County Georgia,410,319,43,30,13,48,15,33,0,0,0,0,0,0
1500000US130670314055,1.31E+11,Block Group 5 Census Tract 314.05 Cobb County Georgia,431,325,106,37,69,0,0,0,0,0,0,0,0,0
1500000US130670314061,1.31E+11,Block Group 1 Census Tract 314.06 Cobb County Georgia,601,439,93,0,93,69,0,69,0,0,0,0,0,0
1500000US130670314062,1.31E+11,Block Group 2 Census Tract 314.06 Cobb County Georgia,1013,840,115,0,115,48,42,6,0,0,0,10,0,10
1500000US130670314063,1.31E+11,Block Group 3 Census Tract 314.06 Cobb County Georgia,1338,1134,94,18,76,48,9,39,0,0,0,62,0,62
1500000US130670314081,1.31E+11,Block Group 1 Census Tract 314.08 Cobb County Georgia,362,306,56,37,19,0,0,0,0,0,0,0,0,0
1500000US130670314082,1.31E+11,Block Group 2 Census Tract 314.08 Cobb County Georgia,1356,1163,18,0,18,3,0,3,9,9,0,163,0,163
1500000US130670314083,1.31E+11,Block Group 3 Census Tract 314.08 Cobb County Georgia,356,307,46,0,46,3,0,3,0,0,0,0,0,0
1500000US130670314091,1.31E+11,Block Group 1 Census Tract 314.09 Cobb County Georgia,984,877,36,23,13,18,0,18,13,0,13,40,0,40
1500000US130670314092,1.31E+11,Block Group 2 Census Tract 314.09 Cobb County Georgia,892,714,88,23,65,21,0,21,10,10,0,59,0,59
1500000US130670315031,1.31E+11,Block Group 1 Census Tract 315.03 Cobb County Georgia,407,352,37,0,37,9,0,9,9,0,9,0,0,0
1500000US130670315032,1.31E+11,Block Group 2 Census Tract 315.03 Cobb County Georgia,1026,786,42,29,13,93,0,93,37,0,37,68,0,68
1500000US130670315033,1.31E+11,Block Group 3 Census Tract 315.03 Cobb County Georgia,904,792,88,0,88,19,19,0,5,0,5,0,0,0
1500000US130670315034,1.31E+11,Block Group 4 Census Tract 315.03 Cobb County Georgia,548,453,59,0,59,36,25,11,0,0,0,0,0,0
1500000US130670315051,1.31E+11,Block Group 1 Census Tract 315.05 Cobb County Georgia,883,797,27,0,27,24,17,7,16,0,16,19,0,19
1500000US130670315052,1.31E+11,Block Group 2 Census Tract 315.05 Cobb County Georgia,409,367,27,0,27,15,15,0,0,0,0,0,0,0
1500000US130670315053,1.31E+11,Block Group 3 Census Tract 315.05 Cobb County Georgia,800,666,59,16,43,47,13,34,11,0,11,17,0,17
1500000US130670315061,1.31E+11,Block Group 1 Census Tract 315.06 Cobb County Georgia,699,547,55,0,55,28,0,28,19,10,9,50,0,50
1500000US130670315062,1.31E+11,Block Group 2 Census Tract 315.06 Cobb County Georgia,827,691,136,29,107,0,0,0,0,0,0,0,0,0
1500000US130670315063,1.31E+11,Block Group 3 Census Tract 315.06 Cobb County Georgia,254,225,8,0,8,21,0,21,0,0,0,0,0,0
1500000US130670315071,1.31E+11,Block Group 1 Census Tract 315.07 Cobb County Georgia,677,554,107,61,46,16,0,16,0,0,0,0,0,0
1500000US130670315072,1.31E+11,Block Group 2 Census Tract 315.07 Cobb County Georgia,439,374,27,0,27,20,0,20,0,0,0,18,0,18
1500000US130670315081,1.31E+11,Block Group 1 Census Tract 315.08 Cobb County Georgia,547,481,48,0,48,8,0,8,0,0,0,10,0,10
1500000US130670315082,1.31E+11,Block Group 2 Census Tract 315.08 Cobb County Georgia,1095,968,66,0,66,31,0,31,0,0,0,30,0,30
1500000US130670315091,1.31E+11,Block Group 1 Census Tract 315.09 Cobb County Georgia,765,711,33,0,33,0,0,0,21,0,21,0,0,0
1500000US130670315092,1.31E+11,Block Group 2 Census Tract 315.09 Cobb County Georgia,545,342,178,0,178,10,0,10,0,0,0,15,0,15
1500000US130670315093,1.31E+11,Block Group 3 Census Tract 315.09 Cobb County Georgia,601,540,61,0,61,0,0,0,0,0,0,0,0,0
1500000US130670315094,1.31E+11,Block Group 4 Census Tract 315.09 Cobb County Georgia,643,562,19,0,19,0,0,0,36,0,36,26,0,26
1500000US130670315095,1.31E+11,Block Group 5 Census Tract 315.09 Cobb County Georgia,575,415,48,16,32,112,0,112,0,0,0,0,0,0
1500000US130890201001,1.31E+11,Block Group 1 Census Tract 201 DeKalb County Georgia,758,660,45,10,35,27,0,27,18,0,18,8,0,8
1500000US130890202001,1.31E+11,Block Group 1 Census Tract 202 DeKalb County Georgia,330,316,0,0,0,14,0,14,0,0,0,0,0,0
1500000US130890202002,1.31E+11,Block Group 2 Census Tract 202 DeKalb County Georgia,650,575,24,18,6,39,18,21,12,0,12,0,0,0
1500000US130890203001,1.31E+11,Block Group 1 Census Tract 203 DeKalb County Georgia,370,319,18,0,18,33,0,33,0,0,0,0,0,0
1500000US130890203002,1.31E+11,Block Group 2 Census Tract 203 DeKalb County Georgia,369,320,32,0,32,17,0,17,0,0,0,0,0,0
1500000US130890203003,1.31E+11,Block Group 3 Census Tract 203 DeKalb County Georgia,768,636,42,0,42,83,0,83,7,0,7,0,0,0
1500000US130890204001,1.31E+11,Block Group 1 Census Tract 204 DeKalb County Georgia,752,613,52,0,52,77,0,77,10,10,0,0,0,0
1500000US130890204002,1.31E+11,Block Group 2 Census Tract 204 DeKalb County Georgia,417,413,0,0,0,0,0,0,4,0,4,0,0,0
1500000US130890205001,1.31E+11,Block Group 1 Census Tract 205 DeKalb County Georgia,592,538,26,0,26,28,8,20,0,0,0,0,0,0
1500000US130890205002,1.31E+11,Block Group 2 Census Tract 205 DeKalb County Georgia,779,687,63,0,63,17,0,17,12,0,12,0,0,0
1500000US130890206001,1.31E+11,Block Group 1 Census Tract 206 DeKalb County Georgia,203,190,0,0,0,0,0,0,4,0,4,9,0,9
1500000US130890206002,1.31E+11,Block Group 2 Census Tract 206 DeKalb County Georgia,648,569,40,5,35,4,0,4,23,0,23,12,12,0
1500000US130890207001,1.31E+11,Block Group 1 Census Tract 207 DeKalb County Georgia,670,605,27,0,27,29,0,29,9,0,9,0,0,0
1500000US130890207002,1.31E+11,Block Group 2 Census Tract 207 DeKalb County Georgia,223,192,4,0,4,10,0,10,17,11,6,0,0,0
1500000US130890208011,1.31E+11,Block Group 1 Census Tract 208.01 DeKalb County Georgia,458,414,0,0,0,8,0,8,32,0,32,4,0,4
1500000US130890208012,1.31E+11,Block Group 2 Census Tract 208.01 DeKalb County Georgia,583,531,36,0,36,11,0,11,5,0,5,0,0,0
